"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20"
0.0601012642211508,0.0117140696428592,-0.352489001949193,0.414834533587521,-0.351201905501655,-0.0222035861560167,-0.322053653592734,0.244303116197145,1.03871184070391,-0.00265117545842532,0.899967667651629,-0.00163992246587093,0.0173629659311608,0.455264338079352,-0.170749009401263,-0.0418289486039055,-0.338319746220888,-0.0170634709314592,-0.613840292356412,0.111672843940123
-0.110243157434214,0.0116480516096433,-0.351866784171005,0.0877135291289314,-0.110293109687616,-0.0290200856781773,-0.321403140963737,0.0530891136979434,1.03911587619727,0.0407894121688295,0.901329765194655,0.0081200970881967,-0.00681081415076723,0.455279763968175,-0.170834453126625,0.0244529336990998,-0.33832635312061,-0.0104877235884889,-0.613847585670765,0.13313858044434
0.129268086198757,-0.00742217550176143,-0.351519257564271,0.464502564795198,-0.38245014672471,-0.0119418572898367,-0.323150075527581,0.260897653247296,1.01398708777426,-0.0266679084114055,0.89733953669963,-0.00137727312081835,0.0220594488813309,0.453153707847089,-0.156834421384973,-0.0562244083361621,-0.335922392469957,-0.0075184154687609,-0.617932644102163,0.110590808149219
-0.179406364128084,-0.00751410132548839,-0.350688772190235,0.0380336193097565,-0.078470334299701,-0.0205419360941814,-0.322355905246005,0.0364875765751326,1.01405207827895,0.0643541345939266,0.899154086931866,0.00791394516448441,-0.0115472579702457,0.453160663761613,-0.156923764741311,0.03896979335872,-0.335913099960163,-0.0199734638585022,-0.617906601434648,0.129256104482257
0.0920179095098886,0.00221469419845377,-0.352011359324901,0.437753206945069,-0.365610876874454,-0.0171389536536763,-0.322579316435793,0.251960458658543,1.02637201516313,-0.0137413377316565,0.898585155882556,-0.00151753807459039,0.0195293048477238,0.454194391833828,-0.163856870660615,-0.0484693372100211,-0.337165472180845,-0.0126579218410425,-0.615894689316438,0.111067858474851
-0.142157998354897,0.00213672118490133,-0.351293037827948,0.0647887454403556,-0.0955983733139319,-0.0247784741601276,-0.32186251392341,0.0454283450367685,1.02661960056589,0.0516554010072491,0.900156034757222,0.00802615620282171,-0.00899723754325633,0.454205909308456,-0.163944113845163,0.0311539456136761,-0.337164742402125,-0.0148638106116007,-0.615886599960179,0.131241350194015
-0.142810099035822,-0.00187503433672925,-0.351427833435975,0.269099412265274,-0.258481252131927,-0.0181879690080722,-0.322558657953264,0.195606213864495,1.02056247828007,0.0669849204007309,0.898881792238626,-0.0023074883106856,0.00351184470170622,0.453742472855228,-0.160917901460255,0.000624824895655569,-0.336615193509806,-0.0449582468073947,-0.61668928707285,0.10579735849582
0.0926707698988886,-0.00186504547025974,-0.351416620068163,0.233440120234289,-0.202606854776282,-0.0197718983686097,-0.322329600514899,0.101781090534015,1.0219611859525,-0.0291664384275897,0.898916508114491,0.00882787550487525,0.00701188413801923,0.453782747504758,-0.160991904655391,-0.0179147197288745,-0.336668445252656,0.0174490382180416,-0.616794379720136,0.135478877626294
-0.125029817034696,0.0167461847039577,-0.352512899645917,0.281875946069723,-0.266867637820933,-0.0270647263657044,-0.321549929168068,0.199876948131559,1.04469198790924,0.0610883508328768,0.900993146174334,-0.00227430459517027,0.00474361345678632,0.455757053124681,-0.17447253438313,-0.00315045810123721,-0.339025325297955,-0.0425406950382996,-0.612776536702473,0.108534137003513
0.0748869918417134,0.0167495127880464,-0.352448141567979,0.220674722360703,-0.194777951245492,-0.0291072063483993,-0.321283937960273,0.0975172557929948,1.04600352856192,-0.0228300188680713,0.901144185705787,0.00874053241476574,0.00581848767493796,0.455795150179963,-0.174547540156749,-0.0142567687912942,-0.339074489370468,0.0149738536167655,-0.612873058811081,0.137495674916647
-0.10655694501874,0.0179127472708074,-0.352606826362971,0.295143497472905,-0.275307732431956,-0.0273954171914083,-0.321504942314708,0.204310260788245,1.04624196870573,0.0547479286371507,0.901068259060445,-0.00221339128576283,0.00600451164020157,0.455883971720045,-0.175318834348675,-0.00701515558062999,-0.339177887400098,-0.0400010692616223,-0.612536282164582,0.109056599126149
0.0564139014190113,0.0179091557564236,-0.352486443003615,0.207407866644999,-0.186372683840353,-0.0299142655649638,-0.321200582212703,0.093084374165734,1.04746295531505,-0.016462118221256,0.901340142202076,0.00867623564337349,0.00455998669777224,0.455919806566931,-0.175394881657678,-0.0103994013182993,-0.339222804968852,0.0124306273831365,-0.612623900711571,0.137270179720329
0.199984189937851,-0.0575668068973884,-0.348774603000464,0.51527213734673,-0.413939773100791,0.0135021503111337,-0.325990846206054,0.277857492637094,0.949271255786888,-0.0515830383979241,0.891263427463134,-0.00106467725179159,0.0268296733849138,0.447733552750646,-0.120313962373956,-0.0708457261634403,-0.329442965035104,0.00228735951974348,-0.628502448675227,0.10561910375114
-0.250113049251279,-0.0576852197537758,-0.347731193617684,-0.0127659542068554,-0.0454788125753431,0.00307861525028429,-0.325049806397562,0.0195091493867508,0.94898962099043,0.0880842783944568,0.893540546247915,0.00774725838253762,-0.0164208600725669,0.447731849320569,-0.120407292548583,0.0539072118387062,-0.329417417639392,-0.0296239720258447,-0.628442324705406,0.121421348128982
0.0240678187241643,0.0134377277805684,-0.352562345747363,0.388955686939086,-0.334797431405259,-0.0235064472059733,-0.321856929040125,0.235656356614287,1.0406201592903,0.00976405152344253,0.899946215911051,-0.00176376394392401,0.0149070920854829,0.455361445214083,-0.172068538028197,-0.034302371565789,-0.338682431335286,-0.0220234041065097,-0.613561277184802,0.111088989265875
-0.0742099979549118,0.0133852070806684,-0.352048630358017,0.113592561011655,-0.126747112403588,-0.0293937449864187,-0.321281258579526,0.061736707244066,1.04120082903656,0.0284158497471144,0.901072596527415,0.00824048975202109,-0.0043523609063163,0.455381283755009,-0.172151950139977,0.0169168904184486,-0.338697321443477,-0.00553307168302167,-0.613585937740816,0.134013687482992
-0.125425976192364,0.0129311784483092,-0.352310067902204,0.28158980893564,-0.266629155572059,-0.0251999090522509,-0.321728080457327,0.199781131909661,1.039634651883,0.0611798762077867,0.900379418601108,-0.0022697033823161,0.00471239556319908,0.455300537274977,-0.171724333779639,-0.0030551992796794,-0.338603351741488,-0.0425893238627374,-0.613625933590286,0.108001449369404
0.0752838868235774,0.0129346550632752,-0.352246503834566,0.220958152779248,-0.194901058821243,-0.0272321636706738,-0.321462912847251,0.0976117546045848,1.04094813630042,-0.0230112807579002,0.900527864194849,0.00874782129269438,0.00584134930185985,0.455338682889118,-0.171799317196446,-0.0143272659866865,-0.338652606966245,0.0150343294565815,-0.613722646816026,0.136979042369721
0.0381413977986436,-0.204233935763432,-5.67332589988862,0.323196201443916,-1.08045394164332,-0.494897988937642,0.0679945809899817,-0.67587908288505,2.52320930370723,2.5682634932828,4.67203142518085,-1.80999567457472,-3.99605770759851,-8.79489208205083,3.71394616855456,-0.855232180634918,1.38222560763932,1.31302093036722,2.2551117984053,-0.18846926739854
-0.0599991644599176,-0.204449662254647,-5.67180013258817,-0.216547418950597,0.876223322379618,-0.550207974836942,0.073338646066513,0.661109567747014,2.57756346654815,-2.62630478198963,4.64058278192995,1.80345590857962,4.01777737334026,-8.78557400643608,3.7123417504089,0.894547796615767,1.38281850777399,-1.26611506409067,2.2639006803702,1.13707232070693
1.4163960945358,0.363114526635877,-5.41444069415601,0.455140803664614,-1.21635365288689,0.158698765804265,-0.0391395997591223,-1.7787494231486,3.59916386128113,1.68551744555894,3.36267359632651,1.1546853244152,-0.599637971481976,-8.82463330709455,2.95012292919239,1.95765996896934,-0.36598902772364,3.32486531427963,1.85720984434991,-0.772512348289105
-1.43823412524254,0.362682774689921,-5.41188244204678,-0.347827058839239,1.04871884621508,0.0946922292446584,-0.0333211524736277,1.76457898989495,3.64251005274528,-1.70418517593168,3.35322843723361,-1.15739252706926,0.618560158532274,-8.82171288117495,2.94882771600647,-1.91523739153716,-0.36736126633576,-3.27596145648302,1.87888393227846,4.00571906354431
-4.51597296674576,0.293295919595207,-7.22444558841489,0.99934456579488,1.08180982014017,0.0236009145263472,0.962407753220388,2.59864915659876,4.45808926941817,2.38947640401906,2.93138196329618,0.289838665356734,0.97250470882486,-11.8924571372209,2.05418995802029,0.221618978702721,0.544701949894261,-4.08497402084185,-1.11190052138398,0.528154784869802
4.49354083455759,0.293833530970093,-7.2257912676751,-0.89706996052981,-1.25309509954196,0.0892737376293738,0.963107121252443,-2.61076314295886,4.49979527960296,-2.38344263169832,2.89269130937618,-0.293269211823551,-0.946097381928525,-11.89549658871,2.05528800509364,-0.180856786938097,0.54553246636988,4.11904603420537,-1.1290912141373,-0.301409142270984
