DATE,COUNTRY,LEAGUE,TYPE,SEASON,HOME_TEAM,AWAY_TEAM,FTR,FTHG,FTAG,HTR,HTHG,HTAG,ETR,ETHG,ETAG,PENR,PENHG,PENAG,H_ST,H_SOG,H_SFG,H_PT,H_COR,H_FL,H_YC,H_RC,A_ST,A_SOG,A_SFG,A_PT,A_COR,A_FL,A_YC,A_RC
2019-06-25,Europe,Champions League,CUP,2019/2020,KF Feronikeli,Lincoln Red Imps,H,1,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,6,3,3,SNV,2,SNV,4,0,8,1,7,SNV,4,SNV,4,0
2019-06-25,Europe,Champions League,CUP,2019/2020,Tre Penne,FC Santa Coloma,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,SNV,1,SNV,0,0,2,1,1,SNV,4,SNV,1,0
2019-06-28,Europe,Champions League,CUP,2019/2020,KF Feronikeli,FC Santa Coloma,H,2,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,7,2,5,SNV,3,SNV,4,1,8,2,6,SNV,7,SNV,6,0
2019-07-09,Europe,Champions League,CUP,2019/2020,Astana,CFR Cluj,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,2,1,1,60,8,SNV,1,0,8,0,8,40,6,SNV,1,0
2019-07-09,Europe,Champions League,CUP,2019/2020,Sūduva,Crvena Zvezda,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,8,4,4,40,5,SNV,2,0,17,7,10,60,11,SNV,3,0
2019-07-09,Europe,Champions League,CUP,2019/2020,Nõmme Kalju,Skendija 79,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,3,1,2,28,2,SNV,4,0,20,7,13,72,12,SNV,0,0
2019-07-09,Europe,Champions League,CUP,2019/2020,HJK,HB,H,3,0,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,8,3,5,50,3,SNV,1,1,8,0,8,50,2,SNV,3,0
2019-07-09,Europe,Champions League,CUP,2019/2020,Ararat-Armenia,AIK,H,2,1,H,2,1,N/A,N/A,N/A,N/A,N/A,N/A,11,4,7,49,1,13,2,0,6,1,5,51,7,9,1,1
2019-07-09,Europe,Champions League,CUP,2019/2020,The New Saints,KF Feronikeli,D,2,2,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,4,2,2,54,3,SNV,2,0,9,3,6,46,3,SNV,1,0
2019-07-09,Europe,Champions League,CUP,2019/2020,F91 Dudelange,Valletta,D,2,2,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,6,4,2,0,6,19,0,0,6,4,2,0,6,24,0,0
2019-07-09,Europe,Champions League,CUP,2019/2020,Sarajevo,Celtic,A,1,3,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,3,2,1,34,5,SNV,4,0,7,4,3,66,2,SNV,1,0
2019-07-10,Europe,Champions League,CUP,2019/2020,Slovan Bratislava,Sutjeska,D,1,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,22,9,13,63,6,SNV,1,0,8,5,3,37,3,SNV,0,0
2019-07-10,Europe,Champions League,CUP,2019/2020,Ferencváros,Ludogorets,H,2,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,12,7,5,54,1,SNV,1,0,7,2,5,46,8,SNV,2,0
2019-07-10,Europe,Champions League,CUP,2019/2020,BATE,Piast Gliwice,D,1,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,5,2,3,46,3,19,3,1,11,3,8,54,6,12,3,0
2019-07-10,Europe,Champions League,CUP,2019/2020,Partizani Tirana,Qarabağ,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,7,4,3,SNV,2,SNV,1,0,11,2,9,SNV,7,SNV,0,0
2019-07-10,Europe,Champions League,CUP,2019/2020,Linfield,Rosenborg,A,0,2,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,5,2,3,35,1,SNV,5,0,13,5,8,65,5,SNV,3,0
2019-07-10,Europe,Champions League,CUP,2019/2020,Sheriff,Saburtalo,A,0,3,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,6,3,3,47,6,SNV,1,0,10,5,5,53,5,SNV,3,0
2019-07-10,Europe,Champions League,CUP,2019/2020,Dundalk,Riga,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,11,3,8,58,4,SNV,1,0,7,2,5,42,3,SNV,3,0
2019-07-10,Europe,Champions League,CUP,2019/2020,Valur,Maribor,A,0,3,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,5,3,2,40,4,SNV,1,0,13,10,3,60,5,SNV,3,0
2019-07-16,Europe,Champions League,CUP,2019/2020,Saburtalo,Sheriff,A,1,3,A,0,3,N/A,N/A,N/A,N/A,N/A,N/A,11,4,7,54,3,16,3,0,14,8,6,46,3,28,4,1
2019-07-16,Europe,Champions League,CUP,2019/2020,Crvena Zvezda,Sūduva,H,2,1,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,13,5,8,50,4,15,3,1,7,2,5,50,0,12,2,0
2019-07-16,Europe,Champions League,CUP,2019/2020,HB,HJK,D,2,2,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,7,3,4,54,8,SNV,4,0,5,2,3,46,6,SNV,3,0
2019-07-16,Europe,Champions League,CUP,2019/2020,Valletta,F91 Dudelange,D,1,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,6,3,3,50,2,17,7,0,9,2,7,50,6,19,2,0
2019-07-16,Europe,Champions League,CUP,2019/2020,Skendija 79,Nõmme Kalju,A,1,2,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,22,10,12,67,7,SNV,3,0,8,2,6,33,4,SNV,2,0
2019-07-16,Europe,Champions League,CUP,2019/2020,KF Feronikeli,The New Saints,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,16,1,15,52,7,SNV,5,0,5,1,4,48,4,SNV,2,0
2019-07-17,Europe,Champions League,CUP,2019/2020,Ludogorets,Ferencváros,A,2,3,A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,13,4,9,62,11,6,1,1,6,3,3,38,3,15,3,0
2019-07-17,Europe,Champions League,CUP,2019/2020,Sutjeska,Slovan Bratislava,D,1,1,D,0,0,D,0,0,H,3,2,10,2,8,47,3,13,3,0,19,7,12,53,7,26,3,0
2019-07-17,Europe,Champions League,CUP,2019/2020,Qarabağ,Partizani Tirana,H,2,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,15,5,10,72,11,SNV,3,0,7,3,4,28,5,SNV,2,0
2019-07-17,Europe,Champions League,CUP,2019/2020,Maribor,Valur,H,2,0,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,21,7,14,58,6,SNV,1,0,5,1,4,42,4,SNV,2,0
2019-07-17,Europe,Champions League,CUP,2019/2020,Riga,Dundalk,D,0,0,D,0,0,D,0,0,A,4,5,7,1,6,49,5,21,3,1,12,5,7,51,4,18,2,0
