DATE,COUNTRY,LEAGUE,TYPE,SEASON,HOME_TEAM,AWAY_TEAM,FTR,FTHG,FTAG,HTR,HTHG,HTAG,ETR,ETHG,ETAG,PENR,PENHG,PENAG,H_ST,H_SOG,H_SFG,H_PT,H_COR,H_FL,H_YC,H_RC,A_ST,A_SOG,A_SFG,A_PT,A_COR,A_FL,A_YC,A_RC
2015-08-14,Germany,Bundesliga,LEAGUE,2015/2016,Bayern München,Hamburger SV,H,5,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,23,9,0,77,7,10,2,0,5,1,0,23,0,12,2,0
2015-08-15,Germany,Bundesliga,LEAGUE,2015/2016,Borussia Dortmund,Borussia M'gladbach,H,4,0,H,3,0,N/A,N/A,N/A,N/A,N/A,N/A,17,7,0,60,3,13,0,0,5,1,0,40,5,14,1,0
2015-08-15,Germany,Bundesliga,LEAGUE,2015/2016,Darmstadt 98,Hannover 96,D,2,2,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,11,4,0,40,5,21,1,0,14,5,0,60,9,22,2,0
2015-08-15,Germany,Bundesliga,LEAGUE,2015/2016,Augsburg,Hertha BSC,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,20,3,0,48,7,20,1,1,11,4,0,52,4,22,2,1
2015-08-15,Germany,Bundesliga,LEAGUE,2015/2016,Mainz 05,Ingolstadt,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,9,3,0,57,6,20,2,0,14,5,0,43,2,15,3,0
2015-08-15,Germany,Bundesliga,LEAGUE,2015/2016,Werder Bremen,Schalke 04,A,0,3,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,15,2,0,58,5,7,0,0,16,5,0,42,6,16,2,0
2015-08-15,Germany,Bundesliga,LEAGUE,2015/2016,Bayer Leverkusen,Hoffenheim,H,2,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,25,9,0,58,13,12,1,0,6,2,0,42,5,18,0,0
2015-08-16,Germany,Bundesliga,LEAGUE,2015/2016,Stuttgart,Köln,A,1,3,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,28,8,0,57,13,13,3,0,9,5,0,43,3,8,2,0
2015-08-16,Germany,Bundesliga,LEAGUE,2015/2016,Wolfsburg,Eintracht Frankfurt,H,2,1,H,2,1,N/A,N/A,N/A,N/A,N/A,N/A,5,3,0,62,7,14,1,0,13,6,0,38,3,19,1,0
2015-08-21,Germany,Bundesliga,LEAGUE,2015/2016,Hertha BSC,Werder Bremen,D,1,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,10,2,0,51,6,11,0,0,9,3,0,49,2,16,1,0
2015-08-22,Germany,Bundesliga,LEAGUE,2015/2016,Köln,Wolfsburg,D,1,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,9,6,0,30,2,15,2,0,15,7,0,70,4,11,1,0
2015-08-22,Germany,Bundesliga,LEAGUE,2015/2016,Hannover 96,Bayer Leverkusen,A,0,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,6,3,0,41,3,15,0,0,11,4,0,59,8,21,0,0
2015-08-22,Germany,Bundesliga,LEAGUE,2015/2016,Hamburger SV,Stuttgart,H,3,2,A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,14,5,0,57,0,18,3,0,12,4,0,43,5,22,3,1
2015-08-22,Germany,Bundesliga,LEAGUE,2015/2016,Hoffenheim,Bayern München,A,1,2,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0,20,1,7,0,0,5,2,0,80,2,2,0,0
2015-08-22,Germany,Bundesliga,LEAGUE,2015/2016,Schalke 04,Darmstadt 98,D,1,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,21,5,0,78,6,16,1,0,9,3,0,22,6,18,2,0
2015-08-22,Germany,Bundesliga,LEAGUE,2015/2016,Eintracht Frankfurt,Augsburg,D,1,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,11,3,0,54,7,17,2,0,14,4,0,46,4,21,3,0
2015-08-23,Germany,Bundesliga,LEAGUE,2015/2016,Borussia M'gladbach,Mainz 05,A,1,2,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,15,6,0,69,3,12,2,0,13,4,0,31,0,12,1,0
2015-08-23,Germany,Bundesliga,LEAGUE,2015/2016,Ingolstadt,Borussia Dortmund,A,0,4,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,3,2,0,34,1,18,2,0,18,8,0,66,4,16,3,0
2015-08-28,Germany,Bundesliga,LEAGUE,2015/2016,Wolfsburg,Schalke 04,H,3,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,9,5,0,56,2,12,1,0,12,1,0,44,3,16,2,0
2015-08-29,Germany,Bundesliga,LEAGUE,2015/2016,Köln,Hamburger SV,H,2,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,6,3,0,48,3,17,3,0,17,7,0,52,8,9,2,1
2015-08-29,Germany,Bundesliga,LEAGUE,2015/2016,Darmstadt 98,Hoffenheim,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,5,1,0,30,4,13,3,0,15,2,0,70,6,16,2,0
2015-08-29,Germany,Bundesliga,LEAGUE,2015/2016,Bayern München,Bayer Leverkusen,H,3,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,14,6,7,65,7,0,2,0,10,4,4,35,5,0,3,0
