DATE,COUNTRY,LEAGUE,TYPE,SEASON,HOME_TEAM,AWAY_TEAM,FTR,FTHG,FTAG,HTR,HTHG,HTAG,ETR,ETHG,ETAG,PENR,PENHG,PENAG,H_ST,H_SOG,H_SFG,H_PT,H_COR,H_FL,H_YC,H_RC,A_ST,A_SOG,A_SFG,A_PT,A_COR,A_FL,A_YC,A_RC
2017-06-27,Europe,Champions League,CUP,2017/2018,The New Saints,Europa FC,A,1,2,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-06-27,Europe,Champions League,CUP,2017/2018,Víkingur,Trepça'89,H,2,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-06-27,Europe,Champions League,CUP,2017/2018,Hibernians,FCI Tallinn,H,2,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-06-27,Europe,Champions League,CUP,2017/2018,Alashkert,FC Santa Coloma,H,1,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-06-28,Europe,Champions League,CUP,2017/2018,Linfield,La Fiorita,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-04,Europe,Champions League,CUP,2017/2018,Trepça'89,Víkingur,A,1,4,A,0,2,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-04,Europe,Champions League,CUP,2017/2018,FCI Tallinn,Hibernians,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-04,Europe,Champions League,CUP,2017/2018,La Fiorita,Linfield,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,6,3,3,45,1,17,2,0,7,2,5,55,4,23,2,0
2017-07-04,Europe,Champions League,CUP,2017/2018,Europa FC,The New Saints,A,1,3,A,0,2,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-04,Europe,Champions League,CUP,2017/2018,FC Santa Coloma,Alashkert,D,1,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-11,Europe,Champions League,CUP,2017/2018,Rijeka,The New Saints,H,2,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,24,10,14,64,11,12,0,0,3,1,2,36,0,6,0,0
2017-07-11,Europe,Champions League,CUP,2017/2018,Hibernians,Salzburg,A,0,3,A,0,2,N/A,N/A,N/A,N/A,N/A,N/A,6,1,5,36,0,12,1,0,11,7,4,64,7,19,2,1
2017-07-11,Europe,Champions League,CUP,2017/2018,Partizan,Budućnost,H,2,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,2,2,0,SNV,0,SNV,1,0,0,0,0,SNV,0,SNV,3,0
2017-07-11,Europe,Champions League,CUP,2017/2018,Qarabağ,Samtredia,H,5,0,H,3,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-12,Europe,Champions League,CUP,2017/2018,Dundalk,Rosenborg,D,1,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,8,3,5,52,4,6,0,0,6,5,1,48,4,19,0,0
2017-07-12,Europe,Champions League,CUP,2017/2018,Malmö FF,Vardar,D,1,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-12,Europe,Champions League,CUP,2017/2018,Sheriff,Kukësi,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-12,Europe,Champions League,CUP,2017/2018,BATE,Alashkert,D,1,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-12,Europe,Champions League,CUP,2017/2018,Spartaks Jūrmala,Astana,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-12,Europe,Champions League,CUP,2017/2018,FH,Víkingur,D,1,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-12,Europe,Champions League,CUP,2017/2018,Zrinjski,Maribor,A,1,2,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,SNV,7,SNV,0,0,0,0,0,SNV,2,SNV,0,1
2017-07-12,Europe,Champions League,CUP,2017/2018,Žalgiris,Ludogorets,H,2,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,SNV,6,SNV,0,1,0,0,0,SNV,3,SNV,0,0
2017-07-12,Europe,Champions League,CUP,2017/2018,Mariehamn,Legia Warszawa,A,0,3,A,0,3,N/A,N/A,N/A,N/A,N/A,N/A,8,2,6,46,7,10,2,1,20,7,13,54,3,4,1,0
2017-07-12,Europe,Champions League,CUP,2017/2018,Žilina,København,A,1,3,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-12,Europe,Champions League,CUP,2017/2018,APOEL,F91 Dudelange,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-12,Europe,Champions League,CUP,2017/2018,Hapoel Be'er Sheva,Honvéd,H,2,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-14,Europe,Champions League,CUP,2017/2018,Linfield,Celtic,A,0,2,A,0,2,N/A,N/A,N/A,N/A,N/A,N/A,1,0,1,40,3,7,3,0,19,14,5,60,15,14,5,0
2017-07-18,Europe,Champions League,CUP,2017/2018,Alashkert,BATE,A,1,3,A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-18,Europe,Champions League,CUP,2017/2018,Samtredia,Qarabağ,A,0,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-18,Europe,Champions League,CUP,2017/2018,Víkingur,FH,A,0,2,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-18,Europe,Champions League,CUP,2017/2018,Vardar,Malmö FF,H,3,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-18,Europe,Champions League,CUP,2017/2018,Budućnost,Partizan,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,SNV,0,SNV,3,0,0,0,0,SNV,0,SNV,2,0
2017-07-18,Europe,Champions League,CUP,2017/2018,The New Saints,Rijeka,A,1,5,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,6,3,4,44,2,10,1,0,11,8,3,56,5,19,0,0
2017-07-18,Europe,Champions League,CUP,2017/2018,Astana,Spartaks Jūrmala,D,1,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-19,Europe,Champions League,CUP,2017/2018,F91 Dudelange,APOEL,A,0,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-19,Europe,Champions League,CUP,2017/2018,Celtic,Linfield,H,4,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,27,10,17,70,11,8,0,0,1,0,1,30,0,7,2,0
2017-07-19,Europe,Champions League,CUP,2017/2018,Salzburg,Hibernians,H,3,0,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,19,12,7,59,13,19,0,0,1,0,1,41,1,18,0,0
2017-07-19,Europe,Champions League,CUP,2017/2018,København,Žilina,A,1,2,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV,SNV
2017-07-19,Europe,Champions League,CUP,2017/2018,Ludogorets,Žalgiris,H,4,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,12,8,4,SNV,11,17,4,0,5,2,3,SNV,4,14,2,0
