DATE,COUNTRY,LEAGUE,TYPE,SEASON,HOME_TEAM,AWAY_TEAM,FTR,FTHG,FTAG,HTR,HTHG,HTAG,ETR,ETHG,ETAG,PENR,PENHG,PENAG,H_ST,H_SOG,H_SFG,H_PT,H_COR,H_FL,H_YC,H_RC,A_ST,A_SOG,A_SFG,A_PT,A_COR,A_FL,A_YC,A_RC
2019-08-16,Germany,Bundesliga,LEAGUE,2019/2020,Bayern München,Hertha BSC,D,2,2,A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,17,7,4,70,12,6,3,0,6,3,2,30,0,18,3,0
2019-08-17,Germany,Bundesliga,LEAGUE,2019/2020,Werder Bremen,Fortuna Düsseldorf,A,1,3,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,23,10,8,66,14,9,0,0,12,7,5,34,5,13,2,0
2019-08-17,Germany,Bundesliga,LEAGUE,2019/2020,Wolfsburg,Köln,H,2,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,14,5,4,47,2,15,1,0,11,2,4,53,6,18,3,0
2019-08-17,Germany,Bundesliga,LEAGUE,2019/2020,Bayer Leverkusen,Paderborn,H,3,2,D,2,2,N/A,N/A,N/A,N/A,N/A,N/A,13,4,6,73,6,8,2,0,9,6,1,27,6,13,0,0
2019-08-17,Germany,Bundesliga,LEAGUE,2019/2020,Freiburg,Mainz 05,H,3,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,19,8,9,52,5,6,1,0,19,5,7,48,5,14,3,0
2019-08-17,Germany,Bundesliga,LEAGUE,2019/2020,Borussia M'gladbach,Schalke 04,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,16,4,6,60,8,10,3,0,8,1,5,40,3,11,2,0
2019-08-17,Germany,Bundesliga,LEAGUE,2019/2020,Borussia Dortmund,Augsburg,H,5,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,22,10,10,78,10,8,0,0,5,1,3,22,0,7,0,0
2019-08-18,Germany,Bundesliga,LEAGUE,2019/2020,Eintracht Frankfurt,Hoffenheim,H,1,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,15,8,4,31,10,19,3,0,10,1,7,69,5,9,1,0
2019-08-18,Germany,Bundesliga,LEAGUE,2019/2020,Union Berlin,RB Leipzig,A,0,4,A,0,3,N/A,N/A,N/A,N/A,N/A,N/A,13,2,6,36,3,14,1,0,14,8,5,64,6,7,0,0
2019-08-23,Germany,Bundesliga,LEAGUE,2019/2020,Köln,Borussia Dortmund,A,1,3,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,13,1,7,26,7,12,2,0,14,6,4,74,8,11,1,0
