DATE,COUNTRY,LEAGUE,TYPE,SEASON,HOME_TEAM,AWAY_TEAM,FTR,FTHG,FTAG,HTR,HTHG,HTAG,ETR,ETHG,ETAG,PENR,PENHG,PENAG,H_ST,H_SOG,H_SFG,H_PT,H_COR,H_FL,H_YC,H_RC,A_ST,A_SOG,A_SFG,A_PT,A_COR,A_FL,A_YC,A_RC
2017-08-18,Germany,Bundesliga,LEAGUE,2017/2018,Bayern München,Bayer Leverkusen,H,3,1,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,13,8,4,51,4,13,1,0,19,4,10,49,5,17,2,0
2017-08-19,Germany,Bundesliga,LEAGUE,2017/2018,Wolfsburg,Borussia Dortmund,A,0,3,A,0,2,N/A,N/A,N/A,N/A,N/A,N/A,9,0,6,36,3,7,0,0,13,5,5,64,5,15,0,0
2017-08-19,Germany,Bundesliga,LEAGUE,2017/2018,Hoffenheim,Werder Bremen,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,14,3,7,63,6,17,1,0,11,2,5,37,4,15,3,0
2017-08-19,Germany,Bundesliga,LEAGUE,2017/2018,Hertha BSC,Stuttgart,H,2,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,10,3,4,52,5,18,2,0,9,2,4,48,1,12,1,0
2017-08-19,Germany,Bundesliga,LEAGUE,2017/2018,Schalke 04,RB Leipzig,H,2,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,11,5,5,35,4,22,2,0,12,3,5,65,5,18,2,0
2017-08-19,Germany,Bundesliga,LEAGUE,2017/2018,Hamburger SV,Augsburg,H,1,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,11,5,4,35,3,18,4,0,13,1,7,65,7,16,3,0
2017-08-19,Germany,Bundesliga,LEAGUE,2017/2018,Mainz 05,Hannover 96,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,14,6,6,62,13,18,3,0,6,2,2,38,1,14,5,0
2017-08-20,Germany,Bundesliga,LEAGUE,2017/2018,Freiburg,Eintracht Frankfurt,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,7,1,4,52,3,8,1,0,15,2,7,48,7,17,2,0
2017-08-20,Germany,Bundesliga,LEAGUE,2017/2018,Borussia M'gladbach,Köln,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,22,8,8,52,5,12,3,0,13,2,7,48,3,11,2,0
2017-08-25,Germany,Bundesliga,LEAGUE,2017/2018,Köln,Hamburger SV,A,1,3,A,0,2,N/A,N/A,N/A,N/A,N/A,N/A,20,6,12,71,6,9,2,0,12,4,4,29,7,9,4,1
2017-08-26,Germany,Bundesliga,LEAGUE,2017/2018,Augsburg,Borussia M'gladbach,D,2,2,A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,24,9,9,56,10,13,2,0,15,3,5,44,0,12,2,0
2017-08-26,Germany,Bundesliga,LEAGUE,2017/2018,Bayer Leverkusen,Hoffenheim,D,2,2,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,16,3,9,61,6,16,2,0,6,4,0,39,1,11,2,0
2017-08-26,Germany,Bundesliga,LEAGUE,2017/2018,Borussia Dortmund,Hertha BSC,H,2,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,18,8,8,61,4,12,1,0,7,4,3,39,4,9,1,0
2017-08-26,Germany,Bundesliga,LEAGUE,2017/2018,Stuttgart,Mainz 05,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,17,4,10,52,5,12,2,0,13,6,6,48,6,18,1,0
2017-08-26,Germany,Bundesliga,LEAGUE,2017/2018,Werder Bremen,Bayern München,A,0,2,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0,35,2,9,1,0,19,8,8,65,8,10,1,0
2017-08-26,Germany,Bundesliga,LEAGUE,2017/2018,Eintracht Frankfurt,Wolfsburg,A,0,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,12,6,6,53,7,18,3,0,7,3,3,47,2,19,1,0
2017-08-27,Germany,Bundesliga,LEAGUE,2017/2018,RB Leipzig,Freiburg,H,4,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,29,11,11,65,8,11,2,0,7,2,5,35,2,13,2,1
2017-08-27,Germany,Bundesliga,LEAGUE,2017/2018,Hannover 96,Schalke 04,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,11,3,4,48,2,17,1,0,8,1,4,52,6,17,2,0
2017-09-08,Germany,Bundesliga,LEAGUE,2017/2018,Hamburger SV,RB Leipzig,A,0,2,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,9,2,6,37,4,14,1,0,19,4,9,63,14,11,1,0
2017-09-09,Germany,Bundesliga,LEAGUE,2017/2018,Wolfsburg,Hannover 96,D,1,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,17,7,5,50,3,13,0,0,7,2,5,50,1,20,1,0
2017-09-09,Germany,Bundesliga,LEAGUE,2017/2018,Mainz 05,Bayer Leverkusen,H,3,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,14,5,6,36,1,16,2,0,13,2,8,64,3,15,2,0
2017-09-09,Germany,Bundesliga,LEAGUE,2017/2018,Borussia M'gladbach,Eintracht Frankfurt,A,0,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,15,3,9,64,13,17,3,0,12,6,6,36,5,17,2,0
2017-09-09,Germany,Bundesliga,LEAGUE,2017/2018,Freiburg,Borussia Dortmund,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,6,2,2,18,0,10,0,1,27,3,12,82,7,11,0,0
2017-09-09,Germany,Bundesliga,LEAGUE,2017/2018,Hoffenheim,Bayern München,H,2,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,6,3,2,28,2,15,3,0,23,6,9,72,4,9,1,0
