DATE,COUNTRY,LEAGUE,TYPE,SEASON,HOME_TEAM,AWAY_TEAM,FTR,FTHG,FTAG,HTR,HTHG,HTAG,ETR,ETHG,ETAG,PENR,PENHG,PENAG,H_ST,H_SOG,H_SFG,H_PT,H_COR,H_FL,H_YC,H_RC,A_ST,A_SOG,A_SFG,A_PT,A_COR,A_FL,A_YC,A_RC
2018-08-24,Germany,Bundesliga,LEAGUE,2018/2019,Bayern München,Hoffenheim,H,3,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,16,5,5,67,7,5,1,0,8,5,1,33,2,21,4,0
2018-08-25,Germany,Bundesliga,LEAGUE,2018/2019,Borussia M'gladbach,Bayer Leverkusen,H,2,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,18,7,5,49,9,13,1,0,14,3,8,51,5,11,2,0
2018-08-25,Germany,Bundesliga,LEAGUE,2018/2019,Wolfsburg,Schalke 04,H,2,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,10,7,3,59,7,15,5,0,9,4,2,41,2,12,3,1
2018-08-25,Germany,Bundesliga,LEAGUE,2018/2019,Freiburg,Eintracht Frankfurt,A,0,2,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,22,6,10,52,6,7,1,0,10,2,7,48,4,13,2,0
2018-08-25,Germany,Bundesliga,LEAGUE,2018/2019,Fortuna Düsseldorf,Augsburg,A,1,2,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,8,5,3,51,7,12,1,0,14,7,4,49,5,11,0,0
2018-08-25,Germany,Bundesliga,LEAGUE,2018/2019,Hertha BSC,Nürnberg,H,1,0,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,10,3,3,49,8,15,2,0,11,3,6,51,4,10,2,0
2018-08-25,Germany,Bundesliga,LEAGUE,2018/2019,Werder Bremen,Hannover 96,D,1,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,14,3,10,55,4,8,0,0,13,4,5,45,3,7,0,0
2018-08-26,Germany,Bundesliga,LEAGUE,2018/2019,Borussia Dortmund,RB Leipzig,H,4,1,H,3,1,N/A,N/A,N/A,N/A,N/A,N/A,10,5,2,46,7,9,2,0,11,7,3,54,9,11,2,0
2018-08-26,Germany,Bundesliga,LEAGUE,2018/2019,Mainz 05,Stuttgart,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,10,3,5,47,6,16,1,0,12,3,6,53,3,7,2,0
2018-08-31,Germany,Bundesliga,LEAGUE,2018/2019,Hannover 96,Borussia Dortmund,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,7,0,3,56,4,12,0,0,9,3,4,44,1,5,0,0
2018-09-01,Germany,Bundesliga,LEAGUE,2018/2019,Bayer Leverkusen,Wolfsburg,A,1,3,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,17,3,8,49,5,14,3,0,13,5,5,51,3,14,3,0
2018-09-01,Germany,Bundesliga,LEAGUE,2018/2019,Hoffenheim,Freiburg,H,3,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,22,8,9,58,6,13,1,0,11,4,5,42,4,14,2,0
2018-09-01,Germany,Bundesliga,LEAGUE,2018/2019,Stuttgart,Bayern München,A,0,3,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,4,0,2,32,0,3,0,0,24,7,11,68,12,8,0,0
2018-09-01,Germany,Bundesliga,LEAGUE,2018/2019,Eintracht Frankfurt,Werder Bremen,A,1,2,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,5,1,3,43,8,8,1,1,11,7,2,57,3,14,2,0
2018-09-01,Germany,Bundesliga,LEAGUE,2018/2019,Nürnberg,Mainz 05,D,1,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,19,5,11,57,5,10,2,0,6,1,5,43,1,12,2,0
2018-09-01,Germany,Bundesliga,LEAGUE,2018/2019,Augsburg,Borussia M'gladbach,D,1,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,18,7,5,39,9,13,1,0,7,2,1,61,4,12,2,0
2018-09-02,Germany,Bundesliga,LEAGUE,2018/2019,RB Leipzig,Fortuna Düsseldorf,D,1,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,24,7,16,68,3,11,1,0,14,8,4,32,3,15,4,0
2018-09-02,Germany,Bundesliga,LEAGUE,2018/2019,Schalke 04,Hertha BSC,A,0,2,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,16,4,5,57,9,18,1,1,5,3,2,43,0,17,1,0
2018-09-14,Germany,Bundesliga,LEAGUE,2018/2019,Borussia Dortmund,Eintracht Frankfurt,H,3,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,10,6,3,60,7,11,0,0,5,2,2,40,1,12,1,0
