Date,season,HomeTeam,AwayTeam,FTHG,FTAG,xHG,xAG,pH,pD,pA
2015-03-14 14:30:00,2014,Hoffenheim,Hamburger SV,3,0,2.66878,0.438761,0.899,0.0796,0.0214
2015-03-14 14:30:00,2014,Hertha Berlin,Schalke 04,2,2,1.64453,1.99192,0.2458,0.3089,0.4453
2015-03-14 14:30:00,2014,Werder Bremen,Bayern Munich,0,4,0.290321,2.18396,0.0146,0.0857,0.8997
2015-03-14 14:30:00,2014,Eintracht Frankfurt,Paderborn,4,0,1.726,0.634028,0.6716,0.2255,0.1029
2015-03-14 17:30:00,2014,Borussia Dortmund,FC Cologne,0,0,0.5365,0.938097,0.1901,0.3507,0.4592
2015-03-15 14:30:00,2014,Wolfsburg,Freiburg,3,0,2.68949,1.21009,0.7485,0.1634,0.0881
2015-03-15 16:30:00,2014,Borussia M.Gladbach,Hannover 96,2,0,3.30586,0.395038,0.9646,0.0297,0.0057
2015-03-20 19:30:00,2014,Hamburger SV,Hertha Berlin,0,1,0.482112,0.7084,0.2066,0.4186,0.3748
2015-03-21 14:30:00,2014,FC Cologne,Werder Bremen,1,1,1.76655,0.570166,0.7264,0.1959,0.0777
2015-03-21 14:30:00,2014,Paderborn,Hoffenheim,0,0,1.07174,0.267507,0.5776,0.3389,0.0835
2015-03-21 14:30:00,2014,Hannover 96,Borussia Dortmund,2,3,0.927629,2.31429,0.0943,0.1752,0.7305
2015-03-21 14:30:00,2014,Freiburg,Augsburg,2,0,2.10189,1.10909,0.6456,0.2074,0.147
2015-03-21 14:30:00,2014,VfB Stuttgart,Eintracht Frankfurt,3,1,2.22419,1.35468,0.6316,0.2285,0.1399
2015-03-21 17:30:00,2014,Schalke 04,Bayer Leverkusen,0,1,1.79663,1.3174,0.4951,0.2638,0.2411
2015-03-22 14:30:00,2014,Mainz 05,Wolfsburg,1,1,1.02675,0.811129,0.3812,0.333,0.2858
2015-03-22 16:30:00,2014,Bayern Munich,Borussia M.Gladbach,0,2,0.70739,0.604102,0.3257,0.3968,0.2775
2015-04-04 14:30:00,2014,Werder Bremen,Mainz 05,0,0,0.718931,0.92075,0.2699,0.3574,0.3727
2015-04-04 14:30:00,2014,Eintracht Frankfurt,Hannover 96,2,2,1.03699,1.33074,0.2545,0.3002,0.4453
2015-04-04 14:30:00,2014,Freiburg,FC Cologne,1,0,0.504147,0.844825,0.2019,0.3768,0.4213
2015-04-04 14:30:00,2014,Hoffenheim,Borussia M.Gladbach,1,4,2.32046,3.20249,0.2067,0.198,0.5953
2015-04-04 14:30:00,2014,Bayer Leverkusen,Hamburger SV,4,0,3.81979,0.35348,0.9788,0.0189,0.0023
2015-04-04 14:30:00,2014,Wolfsburg,VfB Stuttgart,3,1,3.74206,1.92469,0.7651,0.1379,0.097
2015-04-04 17:30:00,2014,Borussia Dortmund,Bayern Munich,0,1,0.51879,0.759126,0.2054,0.3901,0.4045
2015-04-05 14:30:00,2014,Augsburg,Schalke 04,0,0,0.927284,0.933294,0.3397,0.3221,0.3382
2015-04-05 16:30:00,2014,Hertha Berlin,Paderborn,2,0,1.84498,0.563136,0.737,0.1842,0.0788
2015-04-10 19:30:00,2014,Hannover 96,Hertha Berlin,1,1,1.67956,0.358149,0.8224,0.1504,0.0272
2015-04-11 14:30:00,2014,Bayern Munich,Eintracht Frankfurt,3,0,2.15165,0.243596,0.9228,0.0698,0.0074
2015-04-11 14:30:00,2014,Schalke 04,Freiburg,0,0,1.06643,1.26863,0.2689,0.3069,0.4242
2015-04-11 14:30:00,2014,Borussia M.Gladbach,Borussia Dortmund,3,1,2.08503,0.699622,0.7475,0.175,0.0775
2015-04-11 14:30:00,2014,Mainz 05,Bayer Leverkusen,2,3,2.21349,0.970257,0.7425,0.1744,0.0831
2015-04-11 14:30:00,2014,Paderborn,Augsburg,2,1,2.35597,0.637449,0.8337,0.1214,0.0449
2015-04-11 17:30:00,2014,Hamburger SV,Wolfsburg,0,2,0.141435,2.16383,0.0131,0.0811,0.9058
2015-04-12 14:30:00,2014,FC Cologne,Hoffenheim,3,2,2.55523,2.32029,0.4466,0.2392,0.3142
2015-04-12 16:30:00,2014,VfB Stuttgart,Werder Bremen,3,2,2.35291,0.448325,0.8582,0.1084,0.0334
2015-04-17 19:30:00,2014,Eintracht Frankfurt,Borussia M.Gladbach,0,0,1.45853,1.06606,0.4583,0.2897,0.252
2015-04-18 14:30:00,2014,Freiburg,Mainz 05,2,3,1.28235,2.30496,0.1465,0.196,0.6575
2015-04-18 14:30:00,2014,Hoffenheim,Bayern Munich,0,2,0.668652,1.52453,0.137,0.2623,0.6007
2015-04-18 14:30:00,2014,Hertha Berlin,FC Cologne,0,0,1.06799,0.54042,0.5006,0.3305,0.1689
2015-04-18 14:30:00,2014,Borussia Dortmund,Paderborn,3,0,3.20767,0.123904,0.9718,0.0253,0.0029
2015-04-18 14:30:00,2014,Bayer Leverkusen,Hannover 96,4,0,2.60733,0.326006,0.9117,0.0752,0.0131
2015-04-18 17:30:00,2014,Augsburg,VfB Stuttgart,2,1,1.14401,2.41152,0.1035,0.1871,0.7094
2015-04-19 14:30:00,2014,Werder Bremen,Hamburger SV,1,0,1.3478,0.433841,0.6717,0.2447,0.0836
2015-04-19 16:30:00,2014,Wolfsburg,Schalke 04,1,1,1.08185,0.285232,0.5691,0.3381,0.0928
2015-04-24 19:30:00,2014,Mainz 05,Schalke 04,2,0,1.53987,1.25458,0.4565,0.2693,0.2742
2015-04-25 14:30:00,2014,Hannover 96,Hoffenheim,1,2,1.30305,1.26477,0.3593,0.3212,0.3195
2015-04-25 14:30:00,2014,VfB Stuttgart,Freiburg,2,2,1.20966,2.04706,0.1558,0.2378,0.6064
2015-04-25 14:30:00,2014,Hamburger SV,Augsburg,3,2,1.7695,1.44372,0.4488,0.2615,0.2897
2015-04-25 14:30:00,2014,FC Cologne,Bayer Leverkusen,1,1,1.30026,1.19204,0.3542,0.3295,0.3163
2015-04-25 14:30:00,2014,Borussia Dortmund,Eintracht Frankfurt,2,0,2.47437,0.372545,0.8955,0.0835,0.021
2015-04-25 17:30:00,2014,Bayern Munich,Hertha Berlin,1,0,0.896545,0.951998,0.2929,0.3348,0.3723
2015-04-26 14:30:00,2014,Paderborn,Werder Bremen,2,2,1.96537,0.959164,0.6241,0.2354,0.1405
2015-04-26 16:30:00,2014,Borussia M.Gladbach,Wolfsburg,1,0,1.65493,0.422562,0.7038,0.2136,0.0826
2015-05-02 14:30:00,2014,Schalke 04,VfB Stuttgart,3,2,2.46865,1.13594,0.7111,0.1805,0.1084
2015-05-02 14:30:00,2014,Wolfsburg,Hannover 96,2,2,1.52891,1.41691,0.3861,0.2833,0.3306
2015-05-02 14:30:00,2014,Augsburg,FC Cologne,0,0,1.43037,0.292827,0.7156,0.2234,0.061
2015-05-02 14:30:00,2014,Hoffenheim,Borussia Dortmund,1,1,1.6206,1.17707,0.4819,0.2661,0.252
2015-05-02 14:30:00,2014,Werder Bremen,Eintracht Frankfurt,1,0,2.86921,1.2158,0.7704,0.1453,0.0843
2015-05-02 14:30:00,2014,Freiburg,Paderborn,1,2,1.70774,1.3154,0.4703,0.2612,0.2685
2015-05-02 17:30:00,2014,Bayer Leverkusen,Bayern Munich,2,0,1.12021,1.20915,0.3176,0.2904,0.392
2015-05-03 14:30:00,2014,Mainz 05,Hamburger SV,1,2,0.667039,0.602455,0.3201,0.4059,0.274
2015-05-03 16:30:00,2014,Hertha Berlin,Borussia M.Gladbach,1,2,1.09646,2.19034,0.1361,0.2219,0.642
2015-05-08 19:30:00,2014,Hamburger SV,Freiburg,1,1,1.56791,1.88887,0.2678,0.2767,0.4555
2015-05-09 14:30:00,2014,Bayern Munich,Augsburg,0,1,1.17797,2.58299,0.099,0.1597,0.7413
2015-05-09 14:30:00,2014,Borussia Dortmund,Hertha Berlin,2,0,1.78902,0.135418,0.8595,0.1268,0.0137
2015-05-09 14:30:00,2014,Borussia M.Gladbach,Bayer Leverkusen,3,0,2.05603,0.58536,0.7794,0.1561,0.0645
2015-05-09 14:30:00,2014,Hannover 96,Werder Bremen,1,1,1.17255,0.490122,0.5584,0.3054,0.1362
2015-05-09 14:30:00,2014,Eintracht Frankfurt,Hoffenheim,3,1,0.906802,0.788645,0.3427,0.3633,0.294
2015-05-09 17:30:00,2014,VfB Stuttgart,Mainz 05,2,0,2.70104,0.278579,0.9373,0.0526,0.0101
2015-05-10 14:30:00,2014,Paderborn,Wolfsburg,1,3,1.26876,1.68486,0.2433,0.2693,0.4874
2015-05-10 16:30:00,2014,FC Cologne,Schalke 04,2,0,1.52646,0.236428,0.7754,0.1899,0.0347
2015-05-16 14:30:00,2014,Schalke 04,Paderborn,1,0,1.05307,0.87016,0.4031,0.3153,0.2816
2015-05-16 14:30:00,2014,Bayer Leverkusen,Hoffenheim,2,0,1.17358,0.692454,0.4878,0.3122,0.2
2015-05-16 14:30:00,2014,Wolfsburg,Borussia Dortmund,2,1,1.65992,1.77219,0.319,0.2755,0.4055
2015-05-16 14:30:00,2014,Augsburg,Hannover 96,1,2,1.03797,0.466165,0.5779,0.3117,0.1104
2015-05-16 14:30:00,2014,Mainz 05,FC Cologne,2,0,1.67686,1.01035,0.5441,0.2556,0.2003
2015-05-16 14:30:00,2014,Werder Bremen,Borussia M.Gladbach,0,2,1.20572,1.45177,0.2776,0.2949,0.4275
2015-05-16 14:30:00,2014,Hertha Berlin,Eintracht Frankfurt,0,0,1.08366,0.0408065,0.7035,0.2845,0.012
2015-05-16 14:30:00,2014,VfB Stuttgart,Hamburger SV,2,1,2.50374,0.197392,0.92,0.0682,0.0118
2015-05-16 14:30:00,2014,Freiburg,Bayern Munich,2,1,0.656099,1.91964,0.0827,0.1964,0.7209
2015-05-23 14:30:00,2014,FC Cologne,Wolfsburg,2,2,0.909494,2.05941,0.1138,0.196,0.6902
2015-05-23 14:30:00,2014,Hamburger SV,Schalke 04,2,0,1.10308,1.09683,0.3579,0.2992,0.3429
2015-05-23 14:30:00,2014,Eintracht Frankfurt,Bayer Leverkusen,2,1,1.11352,0.836413,0.4338,0.3157,0.2505
2015-05-23 14:30:00,2014,Hannover 96,Freiburg,2,1,0.593454,0.661015,0.2724,0.4143,0.3133
2015-05-23 14:30:00,2014,Hoffenheim,Hertha Berlin,2,1,0.893112,0.485545,0.4555,0.3685,0.176
2015-05-23 14:30:00,2014,Borussia M.Gladbach,Augsburg,1,3,1.32784,0.664595,0.5674,0.2871,0.1455
2015-05-23 14:30:00,2014,Bayern Munich,Mainz 05,2,0,2.34132,0.328659,0.8815,0.0953,0.0232
2015-05-23 14:30:00,2014,Borussia Dortmund,Werder Bremen,3,2,2.90398,0.964946,0.8092,0.1262,0.0646
2015-05-23 14:30:00,2014,Paderborn,VfB Stuttgart,1,2,0.538797,2.42856,0.035,0.1169,0.8481
2015-08-14 22:30:00,2015,Bayern Munich,Hamburger SV,5,0,3.22904,0.154234,0.972,0.0257,0.0023
2015-08-15 17:30:00,2015,Bayer Leverkusen,Hoffenheim,2,1,3.52773,0.483949,0.9479,0.0436,0.0085
2015-08-15 17:30:00,2015,Augsburg,Hertha Berlin,0,1,1.14869,1.23291,0.3015,0.3114,0.3871
2015-08-15 17:30:00,2015,Werder Bremen,Schalke 04,0,3,0.914717,1.4498,0.2193,0.2746,0.5061
2015-08-15 17:30:00,2015,Mainz 05,Ingolstadt,0,1,0.547769,0.577316,0.2828,0.4288,0.2884
2015-08-15 17:30:00,2015,Darmstadt,Hannover 96,2,2,1.80912,1.85731,0.3461,0.2809,0.373
2015-08-15 20:30:00,2015,Borussia Dortmund,Borussia M.Gladbach,4,0,2.42013,0.18521,0.9246,0.0676,0.0078
2015-08-16 17:30:00,2015,Wolfsburg,Eintracht Frankfurt,2,1,0.740041,0.950098,0.2627,0.362,0.3753
2015-08-16 19:30:00,2015,VfB Stuttgart,FC Cologne,1,3,2.98558,1.85087,0.6438,0.2076,0.1486
2015-08-21 22:30:00,2015,Hertha Berlin,Werder Bremen,1,1,0.494279,0.957641,0.1465,0.3386,0.5149
2015-08-22 17:30:00,2015,Hoffenheim,Bayern Munich,1,2,1.29953,2.53588,0.1222,0.1982,0.6796
2015-08-22 17:30:00,2015,Schalke 04,Darmstadt,1,1,1.05775,0.790379,0.4052,0.3312,0.2636
2015-08-22 17:30:00,2015,Eintracht Frankfurt,Augsburg,1,1,0.945278,1.26112,0.2589,0.3226,0.4185
2015-08-22 17:30:00,2015,FC Cologne,Wolfsburg,1,1,1.37825,2.14017,0.1832,0.2466,0.5702
2015-08-22 17:30:00,2015,Hannover 96,Bayer Leverkusen,0,1,0.0975496,1.37365,0.0172,0.1961,0.7867
2015-08-22 20:30:00,2015,Hamburger SV,VfB Stuttgart,3,2,1.32114,1.89549,0.2193,0.2533,0.5274
2015-08-23 17:30:00,2015,Ingolstadt,Borussia Dortmund,0,4,0.0514071,3.63386,0.0008,0.0098,0.9894
2015-08-23 19:30:00,2015,Borussia M.Gladbach,Mainz 05,1,2,1.22742,2.01071,0.1971,0.2266,0.5763
2015-08-28 22:30:00,2015,Wolfsburg,Schalke 04,3,0,1.52939,0.748153,0.616,0.2539,0.1301
2015-08-29 17:30:00,2015,VfB Stuttgart,Eintracht Frankfurt,1,4,2.52237,1.9601,0.5205,0.2971,0.1824
2015-08-29 17:30:00,2015,Augsburg,Ingolstadt,0,1,0.832315,1.24787,0.2269,0.3198,0.4533
2015-08-29 17:30:00,2015,FC Cologne,Hamburger SV,2,1,1.67081,1.44461,0.4273,0.2912,0.2815
2015-08-29 17:30:00,2015,Mainz 05,Hannover 96,3,0,3.41346,0.373166,0.9637,0.0307,0.0056
2015-08-29 17:30:00,2015,Darmstadt,Hoffenheim,0,0,0.287238,1.3935,0.0372,0.1975,0.7653
2015-08-29 20:30:00,2015,Bayern Munich,Bayer Leverkusen,3,0,3.52476,0.420202,0.9679,0.0269,0.0052
2015-08-30 17:30:00,2015,Borussia Dortmund,Hertha Berlin,3,1,3.73248,0.633538,0.9654,0.0294,0.0052
2015-08-30 19:30:00,2015,Werder Bremen,Borussia M.Gladbach,2,1,3.23257,0.755739,0.9205,0.0643,0.0152
2015-09-11 22:30:00,2015,Borussia M.Gladbach,Hamburger SV,0,3,0.436066,1.02932,0.1302,0.3393,0.5305
2015-09-12 17:30:00,2015,Bayern Munich,Augsburg,2,1,3.85642,0.15319,0.9926,0.0067,0.0007
2015-09-12 17:30:00,2015,Hannover 96,Borussia Dortmund,2,4,0.582795,2.16909,0.0379,0.1339,0.8282
2015-09-12 17:30:00,2015,Hertha Berlin,VfB Stuttgart,2,1,1.47686,1.02726,0.4867,0.2885,0.2248
2015-09-12 17:30:00,2015,Ingolstadt,Wolfsburg,0,0,0.178191,0.732037,0.0818,0.4564,0.4618
2015-09-12 17:30:00,2015,Bayer Leverkusen,Darmstadt,0,1,1.3554,0.284787,0.6875,0.2466,0.0659
2015-09-12 20:30:00,2015,Eintracht Frankfurt,FC Cologne,6,2,2.93005,0.902695,0.835,0.1124,0.0526
2015-09-13 17:30:00,2015,Hoffenheim,Werder Bremen,1,3,0.694948,2.2128,0.0608,0.1561,0.7831
2015-09-13 19:30:00,2015,Schalke 04,Mainz 05,2,1,3.13941,2.94627,0.4317,0.2101,0.3582
2015-09-18 22:30:00,2015,Mainz 05,Hoffenheim,3,1,1.27625,1.01304,0.4147,0.3185,0.2668
2015-09-19 17:30:00,2015,Darmstadt,Bayern Munich,0,3,0.204756,1.71752,0.0218,0.1357,0.8425
2015-09-19 17:30:00,2015,Wolfsburg,Hertha Berlin,2,0,2.42975,0.271584,0.9228,0.0632,0.014
2015-09-19 17:30:00,2015,Hamburger SV,Eintracht Frankfurt,0,0,0.909692,0.221397,0.5751,0.3527,0.0722
2015-09-19 17:30:00,2015,Werder Bremen,Ingolstadt,0,1,1.22829,1.47429,0.2601,0.3141,0.4258
2015-09-19 17:30:00,2015,FC Cologne,Borussia M.Gladbach,1,0,0.541995,0.4042,0.3187,0.4639,0.2174
2015-09-20 17:30:00,2015,VfB Stuttgart,Schalke 04,0,1,3.31265,1.09359,0.8482,0.1052,0.0466
2015-09-20 19:30:00,2015,Augsburg,Hannover 96,2,0,2.24649,0.56218,0.8252,0.1301,0.0447
2015-09-20 19:30:00,2015,Borussia Dortmund,Bayer Leverkusen,3,0,4.08165,0.927753,0.9485,0.041,0.0105
2015-09-22 22:00:00,2015,Bayern Munich,Wolfsburg,5,1,3.68676,0.160394,0.9838,0.0148,0.0014
2015-09-22 22:00:00,2015,Hertha Berlin,FC Cologne,2,0,1.34684,0.853586,0.4953,0.2824,0.2223
2015-09-22 22:00:00,2015,Ingolstadt,Hamburger SV,0,1,0.718034,1.16174,0.1964,0.3108,0.4928
2015-09-22 22:00:00,2015,Darmstadt,Werder Bremen,2,1,1.91868,1.19628,0.5729,0.2677,0.1594
2015-09-23 22:00:00,2015,Hoffenheim,Borussia Dortmund,1,1,1.18726,1.63998,0.2462,0.2692,0.4846
2015-09-23 22:00:00,2015,Schalke 04,Eintracht Frankfurt,2,0,2.25209,0.952574,0.7451,0.1718,0.0831
2015-09-23 22:00:00,2015,Bayer Leverkusen,Mainz 05,1,0,1.74157,0.476793,0.72,0.2102,0.0698
2015-09-23 22:00:00,2015,Borussia M.Gladbach,Augsburg,4,2,2.84575,1.92244,0.5949,0.2189,0.1862
2015-09-23 22:00:00,2015,Hannover 96,VfB Stuttgart,1,3,0.807709,1.81814,0.1127,0.2509,0.6364
2015-09-25 22:30:00,2015,FC Cologne,Ingolstadt,1,1,1.3352,0.638071,0.5812,0.2744,0.1444
2015-09-26 17:30:00,2015,Mainz 05,Bayern Munich,0,3,0.75194,2.77408,0.0213,0.0844,0.8943
2015-09-26 17:30:00,2015,VfB Stuttgart,Borussia M.Gladbach,1,3,2.45923,1.18534,0.6869,0.198,0.1151
2015-09-26 17:30:00,2015,Augsburg,Hoffenheim,1,3,1.94324,1.5923,0.4451,0.2617,0.2932
2015-09-26 17:30:00,2015,Werder Bremen,Bayer Leverkusen,0,3,0.326706,1.3026,0.0893,0.273,0.6377
2015-09-26 17:30:00,2015,Wolfsburg,Hannover 96,1,1,1.41905,1.08934,0.4429,0.2903,0.2668
2015-09-26 20:30:00,2015,Hamburger SV,Schalke 04,0,1,0.583026,1.27784,0.1397,0.2952,0.5651
2015-09-27 17:30:00,2015,Eintracht Frankfurt,Hertha Berlin,1,1,1.41369,2.23038,0.1877,0.22,0.5923
2015-09-27 19:30:00,2015,Borussia Dortmund,Darmstadt,2,2,1.97055,0.508638,0.7842,0.1636,0.0522
2015-10-02 22:30:00,2015,Darmstadt,Mainz 05,2,3,1.86109,1.45155,0.4695,0.2714,0.2591
2015-10-03 17:30:00,2015,Borussia M.Gladbach,Wolfsburg,2,0,1.45907,0.813505,0.5481,0.2749,0.177
2015-10-03 17:30:00,2015,Hannover 96,Werder Bremen,1,0,0.695247,1.50158,0.1518,0.2594,0.5888
2015-10-03 17:30:00,2015,Hertha Berlin,Hamburger SV,3,0,2.0435,0.315135,0.8478,0.1236,0.0286
2015-10-03 17:30:00,2015,Hoffenheim,VfB Stuttgart,2,2,1.90929,2.36648,0.2744,0.241,0.4846
2015-10-03 17:30:00,2015,Ingolstadt,Eintracht Frankfurt,2,0,1.185,0.740308,0.4761,0.3042,0.2197
2015-10-04 17:30:00,2015,Schalke 04,FC Cologne,0,3,1.11607,1.32,0.2878,0.2948,0.4174
2015-10-04 19:30:00,2015,Bayer Leverkusen,Augsburg,1,1,1.98173,0.119117,0.9073,0.0838,0.0089
2015-10-04 19:30:00,2015,Bayern Munich,Borussia Dortmund,5,1,3.72164,1.10489,0.9214,0.0601,0.0185
2015-10-16 22:30:00,2015,Mainz 05,Borussia Dortmund,0,2,1.55155,3.64229,0.0571,0.1117,0.8312
2015-10-17 17:30:00,2015,Augsburg,Darmstadt,0,2,1.42706,2.54284,0.1189,0.19,0.6911
2015-10-17 17:30:00,2015,Werder Bremen,Bayern Munich,0,1,0.691198,2.13219,0.0697,0.1671,0.7632
2015-10-17 17:30:00,2015,Schalke 04,Hertha Berlin,2,1,2.51235,0.933849,0.764,0.1621,0.0739
2015-10-17 17:30:00,2015,Wolfsburg,Hoffenheim,4,2,2.80506,1.07639,0.7788,0.1439,0.0773
2015-10-17 17:30:00,2015,Hamburger SV,Bayer Leverkusen,0,0,0.469945,0.875048,0.1754,0.3864,0.4382
2015-10-17 20:30:00,2015,Eintracht Frankfurt,Borussia M.Gladbach,1,5,0.990091,3.50891,0.0117,0.0572,0.9311
2015-10-18 17:30:00,2015,FC Cologne,Hannover 96,0,1,1.52116,1.26113,0.3962,0.3336,0.2702
2015-10-18 19:30:00,2015,VfB Stuttgart,Ingolstadt,1,0,1.33256,1.63336,0.2617,0.3046,0.4337
2015-10-23 22:30:00,2015,Hoffenheim,Hamburger SV,0,1,0.586765,3.11642,0.0196,0.0627,0.9177
2015-10-24 17:30:00,2015,Mainz 05,Werder Bremen,1,3,1.53001,2.29004,0.2012,0.2309,0.5679
2015-10-24 17:30:00,2015,Darmstadt,Wolfsburg,0,1,0.594469,0.976111,0.2062,0.3447,0.4491
2015-10-24 17:30:00,2015,Hannover 96,Eintracht Frankfurt,1,2,0.454178,0.74964,0.1785,0.4016,0.4199
2015-10-24 17:30:00,2015,Bayer Leverkusen,VfB Stuttgart,4,3,2.87154,2.40291,0.4831,0.2357,0.2812
2015-10-24 17:30:00,2015,Bayern Munich,FC Cologne,4,0,3.69101,0.230279,0.9826,0.0157,0.0017
2015-10-24 20:30:00,2015,Ingolstadt,Hertha Berlin,0,1,0.66126,0.702791,0.2577,0.4038,0.3385
2015-10-25 18:30:00,2015,Borussia Dortmund,Augsburg,5,1,4.21104,0.293643,0.9959,0.0037,0.0004
2015-10-25 20:30:00,2015,Borussia M.Gladbach,Schalke 04,3,1,2.25814,0.767714,0.771,0.1651,0.0639
2015-10-30 23:30:00,2015,Eintracht Frankfurt,Bayern Munich,0,0,0.251519,1.38915,0.0484,0.2338,0.7178
2015-10-31 18:30:00,2015,FC Cologne,Hoffenheim,0,0,1.33774,0.90728,0.4674,0.2881,0.2445
2015-10-31 18:30:00,2015,Hertha Berlin,Borussia M.Gladbach,1,4,2.31638,1.29051,0.6615,0.2153,0.1232
2015-10-31 18:30:00,2015,Augsburg,Mainz 05,3,3,2.98084,1.72651,0.6738,0.2058,0.1204
2015-10-31 18:30:00,2015,Werder Bremen,Borussia Dortmund,1,3,0.983033,3.35901,0.0206,0.0788,0.9006
2015-10-31 18:30:00,2015,Schalke 04,Ingolstadt,1,1,1.07951,0.26092,0.5898,0.3276,0.0826
2015-10-31 21:30:00,2015,Wolfsburg,Bayer Leverkusen,2,1,2.11288,1.31846,0.5902,0.2453,0.1645
2015-11-01 18:30:00,2015,VfB Stuttgart,Darmstadt,2,0,2.13203,1.08627,0.6553,0.2193,0.1254
2015-11-01 20:30:00,2015,Hamburger SV,Hannover 96,1,2,2.44912,0.843812,0.8251,0.1452,0.0297
2015-11-06 23:30:00,2015,Hannover 96,Hertha Berlin,1,3,1.1491,1.8958,0.1488,0.2782,0.573
2015-11-07 18:30:00,2015,Hoffenheim,Eintracht Frankfurt,0,0,0.680401,1.60253,0.1309,0.2446,0.6245
2015-11-07 18:30:00,2015,Mainz 05,Wolfsburg,2,0,1.36046,0.153219,0.7558,0.2136,0.0306
2015-11-07 18:30:00,2015,Bayer Leverkusen,FC Cologne,1,2,0.457253,2.03601,0.0507,0.1466,0.8027
2015-11-07 18:30:00,2015,Borussia M.Gladbach,Ingolstadt,0,0,1.28313,0.939938,0.4509,0.2976,0.2515
2015-11-07 18:30:00,2015,Bayern Munich,VfB Stuttgart,4,0,4.71083,0.284883,0.9939,0.0052,0.0009
2015-11-07 21:30:00,2015,Darmstadt,Hamburger SV,1,1,1.6995,1.15876,0.5044,0.2933,0.2023
2015-11-08 18:30:00,2015,Borussia Dortmund,Schalke 04,3,2,2.14772,1.37138,0.5695,0.2455,0.185
2015-11-08 20:30:00,2015,Augsburg,Werder Bremen,1,2,1.70717,1.31037,0.4709,0.2752,0.2539
2015-11-20 23:45:00,2015,Hamburger SV,Borussia Dortmund,3,1,1.47142,2.31377,0.1814,0.2361,0.5825
2015-11-21 18:30:00,2015,VfB Stuttgart,Augsburg,0,4,0.921864,2.23123,0.116,0.1806,0.7034
2015-11-21 18:30:00,2015,Eintracht Frankfurt,Bayer Leverkusen,1,3,0.620149,1.67235,0.109,0.2282,0.6628
2015-11-21 18:30:00,2015,FC Cologne,Mainz 05,0,0,0.868247,0.315868,0.5,0.3718,0.1282
2015-11-21 18:30:00,2015,Borussia M.Gladbach,Hannover 96,2,1,2.61888,2.19568,0.4737,0.2226,0.3037
2015-11-21 18:30:00,2015,Wolfsburg,Werder Bremen,6,0,4.16408,0.724132,0.9577,0.0338,0.0085
2015-11-21 21:30:00,2015,Schalke 04,Bayern Munich,1,3,0.217596,2.27848,0.018,0.1016,0.8804
2015-11-22 18:30:00,2015,Hertha Berlin,Hoffenheim,1,0,0.100337,0.328805,0.0715,0.6644,0.2641
2015-11-22 20:40:00,2015,Ingolstadt,Darmstadt,3,1,2.73623,0.58372,0.892,0.0843,0.0237
2015-11-27 23:30:00,2015,Darmstadt,FC Cologne,0,0,0.508721,0.933778,0.1858,0.3585,0.4557
2015-11-28 18:30:00,2015,Werder Bremen,Hamburger SV,1,3,0.977105,1.13161,0.2972,0.3141,0.3887
2015-11-28 18:30:00,2015,Hannover 96,Ingolstadt,4,0,1.50396,0.366248,0.7083,0.2268,0.0649
2015-11-28 18:30:00,2015,Hoffenheim,Borussia M.Gladbach,3,3,2.07714,1.66132,0.4754,0.2465,0.2781
2015-11-28 18:30:00,2015,Bayern Munich,Hertha Berlin,2,0,3.93799,0.218952,0.9845,0.014,0.0015
2015-11-28 18:45:00,2015,Mainz 05,Eintracht Frankfurt,2,1,2.44079,0.62621,0.8274,0.1251,0.0475
2015-11-29 18:30:00,2015,Borussia Dortmund,VfB Stuttgart,4,1,2.12434,0.700582,0.7328,0.1819,0.0853
2015-11-29 20:30:00,2015,Bayer Leverkusen,Schalke 04,1,1,2.13995,0.949254,0.6725,0.2022,0.1253
2015-11-29 20:30:00,2015,Augsburg,Wolfsburg,0,0,1.26639,0.559526,0.5607,0.2866,0.1527
2015-12-04 23:30:00,2015,Schalke 04,Hannover 96,3,1,3.56394,0.228822,0.9759,0.0219,0.0022
2015-12-05 18:30:00,2015,Borussia M.Gladbach,Bayern Munich,3,1,2.15779,2.28915,0.35,0.2395,0.4105
2015-12-05 18:30:00,2015,Hamburger SV,Mainz 05,1,3,1.30558,1.19413,0.3775,0.2886,0.3339
2015-12-05 18:30:00,2015,FC Cologne,Augsburg,0,1,2.36543,2.1005,0.4444,0.2358,0.3198
2015-12-05 18:30:00,2015,Hertha Berlin,Bayer Leverkusen,2,1,1.02556,1.2452,0.2794,0.3041,0.4165
2015-12-05 18:30:00,2015,Ingolstadt,Hoffenheim,1,1,0.489495,1.12887,0.133,0.3133,0.5537
2015-12-05 21:30:00,2015,Wolfsburg,Borussia Dortmund,1,2,1.78593,2.58853,0.19,0.2139,0.5961
2015-12-06 18:30:00,2015,VfB Stuttgart,Werder Bremen,1,1,1.49974,0.886678,0.5253,0.3276,0.1471
2015-12-06 20:30:00,2015,Eintracht Frankfurt,Darmstadt,0,1,1.0568,1.55006,0.2357,0.2687,0.4956
2015-12-11 23:30:00,2015,Mainz 05,VfB Stuttgart,0,0,0.747148,0.601794,0.3676,0.3817,0.2507
2015-12-12 18:30:00,2015,Darmstadt,Hertha Berlin,0,4,0.26179,1.99133,0.0192,0.1073,0.8735
2015-12-12 18:30:00,2015,Wolfsburg,Hamburger SV,1,1,2.00091,0.210485,0.846,0.1336,0.0204
