Date,Time,Dow,Season,HomeTeam,AwayTeam,HTHG,HTAG,HTR,FTHG,FTAG,FTR,ETHG,ETAG,ETR,PENHG,PENAG,PENR,Predict
19.08.2018,15:30,Sunday,1819,SC Weiche Flensburg 08,VfL Bochum,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
19.08.2018,15:30,Sunday,1819,BSG Chemie Leipzig,Jahn Regensburg,0,1,A,2,1,H,-1,-1,-1,-1,-1,-1,False
19.08.2018,15:30,Sunday,1819,BFC Dynamo,1. FC Köln,1,4,A,1,9,A,-1,-1,-1,-1,-1,-1,False
19.08.2018,15:30,Sunday,1819,SSV Jeddeloh,1. FC Heidenheim,0,3,A,2,5,A,-1,-1,-1,-1,-1,-1,False
19.08.2018,15:30,Sunday,1819,FC Viktoria Köln,RB Leipzig,1,0,H,1,3,A,-1,-1,-1,-1,-1,-1,False
19.08.2018,15:30,Sunday,1819,Karlsruher SC,Hannover 96,0,3,A,0,6,A,-1,-1,-1,-1,-1,-1,False
19.08.2018,18:30,Sunday,1819,TSV 1860 München,Holstein Kiel,1,0,H,1,3,A,-1,-1,-1,-1,-1,-1,False
19.08.2018,18:30,Sunday,1819,FC Carl Zeiss Jena,1. FC Union Berlin,2,3,A,2,4,A,-1,-1,-1,-1,-1,-1,False
19.08.2018,18:30,Sunday,1819,BSC Hastedt,Borussia Mönchengladbach,0,6,A,1,11,A,-1,-1,-1,-1,-1,-1,False
20.08.2018,18:30,Monday,1819,SC Paderborn 07,FC Ingolstadt,2,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
20.08.2018,18:30,Monday,1819,Energie Cottbus,SC Freiburg,0,0,D,1,1,D,2,2,D,3,5,A,False
20.08.2018,18:30,Monday,1819,Eintracht Braunschweig,Hertha BSC,0,1,A,1,2,A,-1,-1,-1,-1,-1,-1,False
20.08.2018,20:45,Monday,1819,SpVgg Greuther Fürth,Borussia Dortmund,0,0,D,1,1,D,1,2,A,-1,-1,-1,False
30.10.2018,18:30,Tuesday,1819,SV Darmstadt 98,Hertha BSC,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
30.10.2018,18:30,Tuesday,1819,Hannover 96,VfL Wolfsburg,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
30.10.2018,18:30,Tuesday,1819,SSV Ulm 1846 Fußball,Fortuna Düsseldorf,1,4,A,1,5,A,-1,-1,-1,-1,-1,-1,False
30.10.2018,18:30,Tuesday,1819,BSG Chemie Leipzig,SC Paderborn 07,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
30.10.2018,20:45,Tuesday,1819,FC Augsburg,1. FSV Mainz 05,1,2,A,2,2,D,3,2,H,-1,-1,-1,False
30.10.2018,20:45,Tuesday,1819,1. FC Heidenheim,SV Sandhausen,2,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
30.10.2018,20:45,Tuesday,1819,SV Rödinghausen,Bayern München,0,2,A,1,2,A,-1,-1,-1,-1,-1,-1,False
30.10.2018,20:45,Tuesday,1819,SV Wehen Wiesbaden,Hamburger SV,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
31.10.2018,18:30,Wednesday,1819,Borussia Dortmund,1. FC Union Berlin,1,0,H,2,2,D,3,2,H,-1,-1,-1,False
31.10.2018,18:30,Wednesday,1819,1. FC Köln,FC Schalke 04,1,0,H,1,1,D,1,1,D,5,6,A,False
31.10.2018,18:30,Wednesday,1819,SC Weiche Flensburg 08,Werder Bremen,1,3,A,1,5,A,-1,-1,-1,-1,-1,-1,False
31.10.2018,18:30,Wednesday,1819,Hansa Rostock,1. FC Nürnberg,1,0,H,1,1,D,2,2,D,2,4,A,False
31.10.2018,20:45,Wednesday,1819,Borussia Mönchengladbach,Bayer 04 Leverkusen,0,2,A,0,5,A,-1,-1,-1,-1,-1,-1,False
31.10.2018,20:45,Wednesday,1819,RB Leipzig,TSG Hoffenheim,0,0,D,2,0,H,-1,-1,-1,-1,-1,-1,False
31.10.2018,20:45,Wednesday,1819,Arminia Bielefeld,MSV Duisburg,0,3,A,0,3,A,-1,-1,-1,-1,-1,-1,False
31.10.2018,20:45,Wednesday,1819,Holstein Kiel,SC Freiburg,1,1,D,2,1,H,-1,-1,-1,-1,-1,-1,False
05.02.2019,18:30,Tuesday,1819,Hamburger SV,1. FC Nürnberg,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
05.02.2019,18:30,Tuesday,1819,1. FC Heidenheim,Bayer 04 Leverkusen,0,1,A,2,1,H,-1,-1,-1,-1,-1,-1,False
05.02.2019,20:45,Tuesday,1819,MSV Duisburg,SC Paderborn 07,0,0,D,1,3,A,-1,-1,-1,-1,-1,-1,False
05.02.2019,20:45,Tuesday,1819,Borussia Dortmund,Werder Bremen,1,1,D,1,1,D,3,3,D,2,4,A,False
06.02.2019,18:30,Wednesday,1819,Holstein Kiel,FC Augsburg,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
06.02.2019,18:30,Wednesday,1819,RB Leipzig,VfL Wolfsburg,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
06.02.2019,20:45,Wednesday,1819,FC Schalke 04,Fortuna Düsseldorf,1,0,H,4,1,H,-1,-1,-1,-1,-1,-1,False
06.02.2019,20:45,Wednesday,1819,Hertha BSC,Bayern München,1,1,D,2,2,D,2,3,A,-1,-1,-1,False
02.04.2019,18:30,Tuesday,1819,SC Paderborn 07,Hamburger SV,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
02.04.2019,20:45,Tuesday,1819,FC Augsburg,RB Leipzig,0,0,D,1,1,D,1,2,A,-1,-1,-1,False
03.04.2019,18:30,Wednesday,1819,Bayern München,1. FC Heidenheim,1,2,A,5,4,H,-1,-1,-1,-1,-1,-1,False
03.04.2019,20:45,Wednesday,1819,FC Schalke 04,Werder Bremen,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
23.04.2019,20:45,Tuesday,1819,Hamburger SV,RB Leipzig,1,1,D,1,3,A,-1,-1,-1,-1,-1,-1,False
24.04.2019,20:45,Wednesday,1819,Werder Bremen,Bayern München,0,1,A,2,3,A,-1,-1,-1,-1,-1,-1,False
25.05.2019,20:00,Saturday,1819,RB Leipzig,Bayern München,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
09.08.2019,20:45,Friday,1920,KFC Uerdingen,Borussia Dortmund,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
09.08.2019,20:45,Friday,1920,FC Ingolstadt,1. FC Nürnberg,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
09.08.2019,21:30,Friday,1920,SV Sandhausen,Borussia Mönchengladbach,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
10.08.2019,15:30,Saturday,1920,1. FC Kaiserslautern,1. FSV Mainz 05,0,0,D,2,0,H,-1,-1,-1,-1,-1,-1,False
10.08.2019,15:30,Saturday,1920,Alemannia Aachen,Bayer 04 Leverkusen,0,2,A,1,4,A,-1,-1,-1,-1,-1,-1,False
10.08.2019,15:30,Saturday,1920,TuS Dassendorf,Dynamo Dresden,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
10.08.2019,15:30,Saturday,1920,FC 08 Villingen,Fortuna Düsseldorf,1,0,H,1,1,D,1,3,A,-1,-1,-1,False
10.08.2019,15:30,Saturday,1920,SV Drochtersen/Assel,FC Schalke 04,0,1,A,0,5,A,-1,-1,-1,-1,-1,-1,False
10.08.2019,15:30,Saturday,1920,SC Verl,FC Augsburg,2,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
10.08.2019,15:30,Saturday,1920,FC Viktoria 1889 Berlin,Arminia Bielefeld,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
10.08.2019,15:30,Saturday,1920,Wacker Nordhausen,Erzgebirge Aue,1,1,D,1,4,A,-1,-1,-1,-1,-1,-1,False
10.08.2019,15:30,Saturday,1920,1. FC Magdeburg,SC Freiburg,0,0,D,0,0,D,0,1,A,-1,-1,-1,False
10.08.2019,18:30,Saturday,1920,FC Würzburger Kickers,TSG Hoffenheim,0,1,A,2,2,D,3,3,D,4,5,A,False
10.08.2019,18:30,Saturday,1920,KSV Baunatal,VfL Bochum,2,1,H,2,3,A,-1,-1,-1,-1,-1,-1,False
10.08.2019,18:30,Saturday,1920,SSV Ulm 1846 Fußball,1. FC Heidenheim,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
10.08.2019,20:45,Saturday,1920,Atlas Delmenhorst,Werder Bremen,1,4,A,1,6,A,-1,-1,-1,-1,-1,-1,False
11.08.2019,15:30,Sunday,1920,FSV Salmrohr,Holstein Kiel,0,1,A,0,6,A,-1,-1,-1,-1,-1,-1,False
11.08.2019,15:30,Sunday,1920,Germania Halberstadt,1. FC Union Berlin,0,1,A,0,6,A,-1,-1,-1,-1,-1,-1,False
11.08.2019,15:30,Sunday,1920,SV Rödinghausen,SC Paderborn 07,0,2,A,3,3,D,3,3,D,2,4,A,False
11.08.2019,15:30,Sunday,1920,SV Waldhof Mannheim,Eintracht Frankfurt,2,2,D,3,5,A,-1,-1,-1,-1,-1,-1,False
11.08.2019,15:30,Sunday,1920,FC Oberneuland,SV Darmstadt 98,0,3,A,1,6,A,-1,-1,-1,-1,-1,-1,False
11.08.2019,15:30,Sunday,1920,1. FC Saarbrücken,Jahn Regensburg,0,0,D,3,2,H,-1,-1,-1,-1,-1,-1,False
11.08.2019,15:30,Sunday,1920,VfB Lübeck,FC St. Pauli,1,0,H,2,2,D,3,3,D,3,4,A,False
11.08.2019,15:30,Sunday,1920,VfB Eichstätt,Hertha BSC,0,3,A,1,5,A,-1,-1,-1,-1,-1,-1,False
11.08.2019,15:30,Sunday,1920,VfL Osnabrück,RB Leipzig,1,3,A,2,3,A,-1,-1,-1,-1,-1,-1,False
11.08.2019,18:30,Sunday,1920,Chemnitzer FC,Hamburger SV,0,0,D,2,2,D,2,2,D,5,6,A,False
11.08.2019,18:30,Sunday,1920,MSV Duisburg,SpVgg Greuther Fürth,2,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
11.08.2019,18:30,Sunday,1920,SV Wehen Wiesbaden,1. FC Köln,0,2,A,2,2,D,3,3,D,2,3,A,False
12.08.2019,18:30,Monday,1920,Hallescher FC,VfL Wolfsburg,1,1,D,3,3,D,3,5,A,-1,-1,-1,False
12.08.2019,18:30,Monday,1920,Karlsruher SC,Hannover 96,0,0,D,2,0,H,-1,-1,-1,-1,-1,-1,False
12.08.2019,18:30,Monday,1920,Hansa Rostock,VfB Stuttgart,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
12.08.2019,20:45,Monday,1920,Energie Cottbus,Bayern München,0,1,A,1,3,A,-1,-1,-1,-1,-1,-1,False
29.10.2019,18:30,Tuesday,1920,MSV Duisburg,TSG Hoffenheim,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
29.10.2019,18:30,Tuesday,1920,1. FC Saarbrücken,1. FC Köln,0,0,D,3,2,H,-1,-1,-1,-1,-1,-1,False
29.10.2019,18:30,Tuesday,1920,SC Freiburg,1. FC Union Berlin,1,1,D,1,3,A,-1,-1,-1,-1,-1,-1,False
29.10.2019,18:30,Tuesday,1920,Hamburger SV,VfB Stuttgart,1,1,D,1,1,D,1,2,A,-1,-1,-1,False
29.10.2019,20:00,Tuesday,1920,VfL Bochum,Bayern München,1,0,H,1,2,A,-1,-1,-1,-1,-1,-1,False
29.10.2019,20:45,Tuesday,1920,SV Darmstadt 98,Karlsruher SC,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
29.10.2019,20:45,Tuesday,1920,Bayer 04 Leverkusen,SC Paderborn 07,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
29.10.2019,20:45,Tuesday,1920,Arminia Bielefeld,FC Schalke 04,0,3,A,2,3,A,-1,-1,-1,-1,-1,-1,False
30.10.2019,18:30,Wednesday,1920,1. FC Kaiserslautern,1. FC Nürnberg,1,1,D,2,2,D,2,2,D,6,5,H,False
30.10.2019,18:30,Wednesday,1920,SC Verl,Holstein Kiel,1,1,D,1,1,D,1,1,D,8,7,H,False
30.10.2019,18:30,Wednesday,1920,VfL Wolfsburg,RB Leipzig,0,1,A,1,6,A,-1,-1,-1,-1,-1,-1,False
30.10.2019,18:30,Wednesday,1920,Werder Bremen,1. FC Heidenheim,4,1,H,4,1,H,-1,-1,-1,-1,-1,-1,False
30.10.2019,20:45,Wednesday,1920,Fortuna Düsseldorf,Erzgebirge Aue,1,1,D,2,1,H,-1,-1,-1,-1,-1,-1,False
30.10.2019,20:45,Wednesday,1920,Borussia Dortmund,Borussia Mönchengladbach,0,0,D,2,1,H,-1,-1,-1,-1,-1,-1,False
30.10.2019,20:45,Wednesday,1920,Hertha BSC,Dynamo Dresden,0,1,A,2,2,D,3,3,D,5,4,H,False
30.10.2019,20:45,Wednesday,1920,FC St. Pauli,Eintracht Frankfurt,1,2,A,1,2,A,-1,-1,-1,-1,-1,-1,False
04.02.2020,18:30,Tuesday,1920,Eintracht Frankfurt,RB Leipzig,1,0,H,3,1,H,-1,-1,-1,-1,-1,-1,False
04.02.2020,18:30,Tuesday,1920,1. FC Kaiserslautern,Fortuna Düsseldorf,2,1,H,2,5,A,-1,-1,-1,-1,-1,-1,False
04.02.2020,20:45,Tuesday,1920,FC Schalke 04,Hertha BSC,0,2,A,2,2,D,3,2,H,-1,-1,-1,False
04.02.2020,20:45,Tuesday,1920,Werder Bremen,Borussia Dortmund,2,0,H,3,2,H,-1,-1,-1,-1,-1,-1,False
05.02.2020,18:30,Wednesday,1920,Bayer 04 Leverkusen,VfB Stuttgart,0,0,D,2,1,H,-1,-1,-1,-1,-1,-1,False
05.02.2020,18:30,Wednesday,1920,SC Verl,1. FC Union Berlin,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
05.02.2020,20:45,Wednesday,1920,Bayern München,TSG Hoffenheim,3,1,H,4,3,H,-1,-1,-1,-1,-1,-1,False
05.02.2020,20:45,Wednesday,1920,1. FC Saarbrücken,Karlsruher SC,0,0,D,0,0,D,0,0,D,5,3,H,False
03.03.2020,18:30,Tuesday,1920,1. FC Saarbrücken,Fortuna Düsseldorf,1,0,H,1,1,D,1,1,D,7,6,H,False
03.03.2020,20:45,Tuesday,1920,FC Schalke 04,Bayern München,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
04.03.2020,18:30,Wednesday,1920,Bayer 04 Leverkusen,1. FC Union Berlin,0,1,A,3,1,H,-1,-1,-1,-1,-1,-1,False
04.03.2020,20:45,Wednesday,1920,Eintracht Frankfurt,Werder Bremen,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
09.06.2020,20:45,Tuesday,1920,1. FC Saarbrücken,Bayer 04 Leverkusen,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
10.06.2020,20:45,Wednesday,1920,Bayern München,Eintracht Frankfurt,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
04.07.2020,20:00,Saturday,1920,Bayer 04 Leverkusen,Bayern München,0,2,A,2,4,A,-1,-1,-1,-1,-1,-1,False
11.09.2020,20:45,Friday,2021,TSV Havelse,1. FSV Mainz 05,1,0,H,1,5,A,-1,-1,-1,-1,-1,-1,False
11.09.2020,20:45,Friday,2021,Eintracht Braunschweig,Hertha BSC,3,2,H,5,4,H,-1,-1,-1,-1,-1,-1,False
12.09.2020,15:30,Saturday,2021,FV Engers,VfL Bochum,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
12.09.2020,15:30,Saturday,2021,FSV Union Fürstenwalde,VfL Wolfsburg,1,2,A,1,4,A,-1,-1,-1,-1,-1,-1,False
12.09.2020,15:30,Saturday,2021,FC Oberneuland,Borussia Mönchengladbach,0,5,A,0,8,A,-1,-1,-1,-1,-1,-1,False
12.09.2020,15:30,Saturday,2021,RSV Meinerzhagen,SpVgg Greuther Fürth,0,0,D,1,1,D,1,6,A,-1,-1,-1,False
12.09.2020,15:30,Saturday,2021,VSG Altglienicke,1. FC Köln,0,3,A,0,6,A,-1,-1,-1,-1,-1,-1,False
12.09.2020,15:30,Saturday,2021,1. FC Nürnberg,RB Leipzig,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
12.09.2020,15:30,Saturday,2021,SV Todesfelde,VfL Osnabrück,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
12.09.2020,15:30,Saturday,2021,TSV 1860 München,Eintracht Frankfurt,0,0,D,1,2,A,-1,-1,-1,-1,-1,-1,False
12.09.2020,15:30,Saturday,2021,MTV Eintracht Celle,FC Augsburg,0,2,A,0,7,A,-1,-1,-1,-1,-1,-1,False
12.09.2020,18:30,Saturday,2021,SSV Ulm 1846 Fußball,Erzgebirge Aue,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
12.09.2020,18:30,Saturday,2021,FC Ingolstadt,Fortuna Düsseldorf,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
12.09.2020,18:30,Saturday,2021,Karlsruher SC,1. FC Union Berlin,0,0,D,0,0,D,0,1,A,-1,-1,-1,False
12.09.2020,20:45,Saturday,2021,FC Carl Zeiss Jena,Werder Bremen,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
13.09.2020,15:30,Sunday,2021,TSV Steinbach Haiger,SV Sandhausen,1,2,A,1,2,A,-1,-1,-1,-1,-1,-1,False
13.09.2020,15:30,Sunday,2021,SV Elversberg,FC St. Pauli,2,1,H,4,2,H,-1,-1,-1,-1,-1,-1,False
13.09.2020,15:30,Sunday,2021,Eintracht Norderstedt,Bayer 04 Leverkusen,0,6,A,0,7,A,-1,-1,-1,-1,-1,-1,False
13.09.2020,15:30,Sunday,2021,SC Wiedenbrück,SC Paderborn 07,0,3,A,0,5,A,-1,-1,-1,-1,-1,-1,False
13.09.2020,15:30,Sunday,2021,1. FC Kaiserslautern,Jahn Regensburg,0,1,A,1,1,D,1,1,D,3,4,A,False
13.09.2020,15:30,Sunday,2021,Chemnitzer FC,TSG Hoffenheim,0,0,D,1,1,D,2,2,D,2,3,A,False
13.09.2020,15:30,Sunday,2021,1. FC Rielasingen-Arlen,Holstein Kiel,1,5,A,1,7,A,-1,-1,-1,-1,-1,-1,False
13.09.2020,15:30,Sunday,2021,Hansa Rostock,VfB Stuttgart,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
13.09.2020,18:30,Sunday,2021,SV Waldhof Mannheim,SC Freiburg,0,1,A,1,2,A,-1,-1,-1,-1,-1,-1,False
13.09.2020,18:30,Sunday,2021,1. FC Magdeburg,SV Darmstadt 98,2,0,H,2,2,D,2,3,A,-1,-1,-1,False
13.09.2020,18:30,Sunday,2021,SV Wehen Wiesbaden,1. FC Heidenheim,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
14.09.2020,18:30,Monday,2021,Dynamo Dresden,Hamburger SV,2,0,H,4,1,H,-1,-1,-1,-1,-1,-1,False
14.09.2020,18:30,Monday,2021,FC Würzburger Kickers,Hannover 96,0,1,A,2,3,A,-1,-1,-1,-1,-1,-1,False
14.09.2020,18:30,Monday,2021,Rot-Weiss Essen,Arminia Bielefeld,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
14.09.2020,20:45,Monday,2021,MSV Duisburg,Borussia Dortmund,0,3,A,0,5,A,-1,-1,-1,-1,-1,-1,False
15.10.2020,20:45,Thursday,2021,1. FC Düren,Bayern München,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
03.11.2020,16:30,Tuesday,2021,1. FC Schweinfurt 05,FC Schalke 04,1,2,A,1,4,A,-1,-1,-1,-1,-1,-1,False
22.12.2020,18:30,Tuesday,2021,FC Augsburg,RB Leipzig,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
22.12.2020,18:30,Tuesday,2021,1. FC Köln,VfL Osnabrück,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
22.12.2020,18:30,Tuesday,2021,TSG Hoffenheim,SpVgg Greuther Fürth,1,1,D,2,2,D,2,2,D,6,7,A,False
22.12.2020,18:30,Tuesday,2021,SSV Ulm 1846 Fußball,FC Schalke 04,0,1,A,1,3,A,-1,-1,-1,-1,-1,-1,False
22.12.2020,20:00,Tuesday,2021,Eintracht Braunschweig,Borussia Dortmund,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
22.12.2020,20:45,Tuesday,2021,1. FC Union Berlin,SC Paderborn 07,1,3,A,2,3,A,-1,-1,-1,-1,-1,-1,False
22.12.2020,20:45,Tuesday,2021,SV Elversberg,Borussia Mönchengladbach,0,3,A,0,5,A,-1,-1,-1,-1,-1,-1,False
22.12.2020,20:45,Tuesday,2021,Dynamo Dresden,SV Darmstadt 98,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
23.12.2020,18:30,Wednesday,2021,VfL Wolfsburg,SV Sandhausen,3,0,H,4,0,H,-1,-1,-1,-1,-1,-1,False
23.12.2020,18:30,Wednesday,2021,Rot-Weiss Essen,Fortuna Düsseldorf,2,1,H,3,2,H,-1,-1,-1,-1,-1,-1,False
23.12.2020,20:45,Wednesday,2021,VfB Stuttgart,SC Freiburg,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
23.12.2020,20:45,Wednesday,2021,Hannover 96,Werder Bremen,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
23.12.2020,20:45,Wednesday,2021,1. FSV Mainz 05,VfL Bochum,1,0,H,2,2,D,2,2,D,0,3,A,False
23.12.2020,20:45,Wednesday,2021,SV Wehen Wiesbaden,Jahn Regensburg,0,0,D,0,0,D,0,0,D,2,4,A,False
12.01.2021,20:45,Tuesday,2021,Bayer 04 Leverkusen,Eintracht Frankfurt,1,1,D,4,1,H,-1,-1,-1,-1,-1,-1,False
13.01.2021,20:45,Wednesday,2021,Holstein Kiel,Bayern München,1,1,D,2,2,D,2,2,D,6,5,H,False
02.02.2021,18:30,Tuesday,2021,Rot-Weiss Essen,Bayer 04 Leverkusen,0,0,D,0,0,D,2,1,H,-1,-1,-1,False
02.02.2021,18:30,Tuesday,2021,Holstein Kiel,SV Darmstadt 98,0,0,D,1,1,D,1,1,D,7,6,H,False
02.02.2021,20:45,Tuesday,2021,Werder Bremen,SpVgg Greuther Fürth,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
02.02.2021,20:45,Tuesday,2021,Borussia Dortmund,SC Paderborn 07,2,0,H,2,2,D,3,2,H,-1,-1,-1,False
03.02.2021,18:30,Wednesday,2021,VfL Wolfsburg,FC Schalke 04,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
03.02.2021,18:30,Wednesday,2021,RB Leipzig,VfL Bochum,2,0,H,4,0,H,-1,-1,-1,-1,-1,-1,False
03.02.2021,20:45,Wednesday,2021,Jahn Regensburg,1. FC Köln,2,2,D,2,2,D,2,2,D,4,3,H,False
03.02.2021,20:45,Wednesday,2021,VfB Stuttgart,Borussia Mönchengladbach,1,1,D,1,2,A,-1,-1,-1,-1,-1,-1,False
02.03.2021,20:45,Tuesday,2021,Borussia Mönchengladbach,Borussia Dortmund,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
03.03.2021,18:30,Wednesday,2021,Rot-Weiss Essen,Holstein Kiel,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
03.03.2021,20:45,Wednesday,2021,RB Leipzig,VfL Wolfsburg,0,0,D,2,0,H,-1,-1,-1,-1,-1,-1,False
07.04.2021,18:30,Wednesday,2021,Jahn Regensburg,Werder Bremen,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
30.04.2021,20:30,Friday,2021,Werder Bremen,RB Leipzig,0,0,D,0,0,D,1,2,A,-1,-1,-1,False
01.05.2021,20:30,Saturday,2021,Borussia Dortmund,Holstein Kiel,5,0,H,5,0,H,-1,-1,-1,-1,-1,-1,False
13.05.2021,20:45,Thursday,2021,RB Leipzig,Borussia Dortmund,0,3,A,1,4,A,-1,-1,-1,-1,-1,-1,False
