Date,Time,Dow,Season,HomeTeam,AwayTeam,HTHG,HTAG,HTR,FTHG,FTAG,FTR,ETHG,ETAG,ETR,PENHG,PENAG,PENR,Predict
13.08.2010,19:00,Friday,1011,SV Wilhelmshaven,Eintracht Frankfurt,0,2,A,0,4,A,-1,-1,-1,-1,-1,-1,False
13.08.2010,19:00,Friday,1011,FC Ingolstadt,Karlsruher SC,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
13.08.2010,19:00,Friday,1011,VfB Lübeck,MSV Duisburg,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
13.08.2010,19:00,Friday,1011,FSV Frankfurt,SC Paderborn 07,0,0,D,2,0,H,-1,-1,-1,-1,-1,-1,False
13.08.2010,19:00,Friday,1011,VfL Osnabrück,1. FC Kaiserslautern,1,0,H,1,1,D,2,3,A,-1,-1,-1,False
13.08.2010,19:00,Friday,1011,Jahn Regensburg,Arminia Bielefeld,0,1,A,1,1,D,1,1,D,5,6,A,False
14.08.2010,15:30,Saturday,1011,FK Pirmasens,Bayer 04 Leverkusen,0,1,A,1,11,A,-1,-1,-1,-1,-1,-1,False
14.08.2010,15:30,Saturday,1011,SV Wacker Burghausen,Borussia Dortmund,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
14.08.2010,15:30,Saturday,1011,SV Babelsberg 03,VfB Stuttgart,1,2,A,1,2,A,-1,-1,-1,-1,-1,-1,False
14.08.2010,15:30,Saturday,1011,FC Oberneuland,SC Freiburg,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
14.08.2010,15:30,Saturday,1011,SC Pfullendorf,Hertha BSC,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
14.08.2010,15:30,Saturday,1011,Rot Weiss Ahlen,Werder Bremen,0,1,A,0,4,A,-1,-1,-1,-1,-1,-1,False
14.08.2010,15:30,Saturday,1011,SC Verl,TSV 1860 München,1,0,H,1,2,A,-1,-1,-1,-1,-1,-1,False
14.08.2010,15:30,Saturday,1011,Hansa Rostock,1899 Hoffenheim,0,4,A,0,4,A,-1,-1,-1,-1,-1,-1,False
14.08.2010,15:30,Saturday,1011,Chemnitzer FC,FC St. Pauli,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
14.08.2010,19:30,Saturday,1011,SV Sandhausen,FC Augsburg,2,1,H,3,3,D,4,4,D,1,3,A,False
14.08.2010,19:30,Saturday,1011,SV 07 Elversberg,Hannover 96,0,0,D,0,0,D,0,0,D,5,4,H,False
14.08.2010,19:30,Saturday,1011,Eintracht Braunschweig,SpVgg Greuther Fürth,0,0,D,0,0,D,1,2,A,-1,-1,-1,False
14.08.2010,19:30,Saturday,1011,Erzgebirge Aue,Borussia Mönchengladbach,0,1,A,1,3,A,-1,-1,-1,-1,-1,-1,False
15.08.2010,14:30,Sunday,1011,Schwarz-Weiß Essen,Alemannia Aachen,0,2,A,1,2,A,-1,-1,-1,-1,-1,-1,False
15.08.2010,14:30,Sunday,1011,TuS Koblenz,Fortuna Düsseldorf,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
15.08.2010,14:30,Sunday,1011,SC Victoria Hamburg,Rot-Weiß Oberhausen,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
15.08.2010,14:30,Sunday,1011,ZFC Meuselwitz,1. FC Köln,0,2,A,0,2,A,-1,-1,-1,-1,-1,-1,False
15.08.2010,14:30,Sunday,1011,TuS Heeslingen,Energie Cottbus,0,2,A,1,2,A,-1,-1,-1,-1,-1,-1,False
15.08.2010,16:00,Sunday,1011,Eintracht Trier,1. FC Nürnberg,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
15.08.2010,16:00,Sunday,1011,Berliner AK 07,1. FSV Mainz 05,0,1,A,1,2,A,-1,-1,-1,-1,-1,-1,False
15.08.2010,17:30,Sunday,1011,Hallescher FC,1. FC Union Berlin,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
15.08.2010,17:30,Sunday,1011,Torgelower SV Greif,Hamburger SV,1,1,D,1,5,A,-1,-1,-1,-1,-1,-1,False
15.08.2010,17:30,Sunday,1011,SC Preußen Münster,VfL Wolfsburg,0,0,D,1,2,A,-1,-1,-1,-1,-1,-1,False
15.08.2010,17:30,Sunday,1011,Kickers Offenbach,VfL Bochum,2,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
16.08.2010,18:00,Monday,1011,Germania Windeck,Bayern München,0,2,A,0,4,A,-1,-1,-1,-1,-1,-1,False
16.08.2010,20:30,Monday,1011,VfR Aalen,FC Schalke 04,0,1,A,1,2,A,-1,-1,-1,-1,-1,-1,False
26.10.2010,19:00,Tuesday,1011,TuS Koblenz,Hertha BSC,0,0,D,2,1,H,-1,-1,-1,-1,-1,-1,False
26.10.2010,19:00,Tuesday,1011,SC Victoria Hamburg,VfL Wolfsburg,0,1,A,1,3,A,-1,-1,-1,-1,-1,-1,False
26.10.2010,19:00,Tuesday,1011,1. FC Köln,TSV 1860 München,0,0,D,3,0,H,-1,-1,-1,-1,-1,-1,False
26.10.2010,19:00,Tuesday,1011,SpVgg Greuther Fürth,FC Augsburg,1,0,H,1,1,D,2,4,A,-1,-1,-1,False
26.10.2010,20:30,Tuesday,1011,Energie Cottbus,SC Freiburg,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
26.10.2010,20:30,Tuesday,1011,FSV Frankfurt,FC Schalke 04,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
26.10.2010,20:30,Tuesday,1011,Bayern München,Werder Bremen,1,1,D,2,1,H,-1,-1,-1,-1,-1,-1,False
26.10.2010,20:30,Tuesday,1011,1. FC Kaiserslautern,Arminia Bielefeld,2,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
27.10.2010,19:00,Wednesday,1011,Hallescher FC,MSV Duisburg,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
27.10.2010,19:00,Wednesday,1011,Eintracht Frankfurt,Hamburger SV,3,1,H,5,2,H,-1,-1,-1,-1,-1,-1,False
27.10.2010,19:00,Wednesday,1011,1899 Hoffenheim,FC Ingolstadt,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
27.10.2010,19:00,Wednesday,1011,Alemannia Aachen,1. FSV Mainz 05,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
27.10.2010,20:30,Wednesday,1011,Kickers Offenbach,Borussia Dortmund,0,0,D,0,0,D,0,0,D,4,2,H,False
27.10.2010,20:30,Wednesday,1011,SV 07 Elversberg,1. FC Nürnberg,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
27.10.2010,20:30,Wednesday,1011,Chemnitzer FC,VfB Stuttgart,0,0,D,1,1,D,1,3,A,-1,-1,-1,False
27.10.2010,20:30,Wednesday,1011,Borussia Mönchengladbach,Bayer 04 Leverkusen,0,0,D,0,0,D,1,1,D,5,4,H,False
21.12.2010,20:30,Tuesday,1011,FC Augsburg,FC Schalke 04,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
21.12.2010,20:30,Tuesday,1011,1899 Hoffenheim,Borussia Mönchengladbach,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
22.12.2010,19:00,Wednesday,1011,VfL Wolfsburg,Energie Cottbus,0,3,A,1,3,A,-1,-1,-1,-1,-1,-1,False
22.12.2010,19:10,Wednesday,1011,1. FC Köln,MSV Duisburg,0,1,A,1,2,A,-1,-1,-1,-1,-1,-1,False
22.12.2010,20:30,Wednesday,1011,VfB Stuttgart,Bayern München,2,2,D,3,6,A,-1,-1,-1,-1,-1,-1,False
22.12.2010,20:30,Wednesday,1011,Alemannia Aachen,Eintracht Frankfurt,0,0,D,0,0,D,1,1,D,5,3,H,False
19.01.2011,19:00,Wednesday,1011,TuS Koblenz,1. FC Kaiserslautern,1,0,H,1,4,A,-1,-1,-1,-1,-1,-1,False
19.01.2011,19:15,Wednesday,1011,Kickers Offenbach,1. FC Nürnberg,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
25.01.2011,20:30,Tuesday,1011,FC Schalke 04,1. FC Nürnberg,1,2,A,2,2,D,3,2,H,-1,-1,-1,False
26.01.2011,19:00,Wednesday,1011,Energie Cottbus,1899 Hoffenheim,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
26.01.2011,19:00,Wednesday,1011,MSV Duisburg,1. FC Kaiserslautern,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
26.01.2011,20:30,Wednesday,1011,Alemannia Aachen,Bayern München,0,1,A,0,4,A,-1,-1,-1,-1,-1,-1,False
01.03.2011,20:30,Tuesday,1011,MSV Duisburg,Energie Cottbus,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
02.03.2011,20:30,Wednesday,1011,Bayern München,FC Schalke 04,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
21.05.2011,20:00,Saturday,1011,MSV Duisburg,FC Schalke 04,0,3,A,0,5,A,-1,-1,-1,-1,-1,-1,False
29.07.2011,20:30,Friday,1112,Rot-Weiss Essen,1. FC Union Berlin,1,0,H,2,2,D,2,2,D,4,3,H,False
29.07.2011,20:30,Friday,1112,RB Leipzig,VfL Wolfsburg,3,2,H,3,2,H,-1,-1,-1,-1,-1,-1,False
29.07.2011,20:30,Friday,1112,1. FC Saarbrücken,Erzgebirge Aue,0,1,A,1,1,D,1,3,A,-1,-1,-1,False
29.07.2011,20:30,Friday,1112,Jahn Regensburg,Borussia Mönchengladbach,1,2,A,1,3,A,-1,-1,-1,-1,-1,-1,False
29.07.2011,20:30,Friday,1112,SV Wehen Wiesbaden,VfB Stuttgart,1,1,D,1,2,A,-1,-1,-1,-1,-1,-1,False
29.07.2011,20:30,Friday,1112,VfL Osnabrück,TSV 1860 München,2,1,H,2,2,D,2,3,A,-1,-1,-1,False
30.07.2011,15:30,Saturday,1112,BFC Dynamo,1. FC Kaiserslautern,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
30.07.2011,15:30,Saturday,1112,Hallescher FC,Eintracht Frankfurt,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
30.07.2011,15:30,Saturday,1112,1. FC Heidenheim,Werder Bremen,0,1,A,2,1,H,-1,-1,-1,-1,-1,-1,False
30.07.2011,15:30,Saturday,1112,Dynamo Dresden,Bayer 04 Leverkusen,0,2,A,3,3,D,4,3,H,-1,-1,-1,False
30.07.2011,15:30,Saturday,1112,Eintracht Trier,FC St. Pauli,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
30.07.2011,15:30,Saturday,1112,Arminia Bielefeld,1. FC Nürnberg,1,3,A,1,5,A,-1,-1,-1,-1,-1,-1,False
30.07.2011,15:30,Saturday,1112,Rot Weiss Ahlen,SC Paderborn 07,0,4,A,0,10,A,-1,-1,-1,-1,-1,-1,False
30.07.2011,15:30,Saturday,1112,SV Babelsberg 03,MSV Duisburg,0,2,A,0,2,A,-1,-1,-1,-1,-1,-1,False
30.07.2011,15:30,Saturday,1112,VfB Oldenburg,Hamburger SV,1,1,D,1,2,A,-1,-1,-1,-1,-1,-1,False
30.07.2011,19:30,Saturday,1112,Holstein Kiel,Energie Cottbus,2,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
30.07.2011,19:30,Saturday,1112,SV Sandhausen,Borussia Dortmund,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
30.07.2011,19:30,Saturday,1112,Kickers Emden,FSV Frankfurt,1,1,D,1,1,D,1,5,A,-1,-1,-1,False
30.07.2011,19:30,Saturday,1112,Hansa Rostock,VfL Bochum,1,0,H,2,2,D,2,2,D,3,5,A,False
30.07.2011,19:30,Saturday,1112,Rot-Weiß Oberhausen,FC Augsburg,1,1,D,1,1,D,1,2,A,-1,-1,-1,False
31.07.2011,14:30,Sunday,1112,FC Oberneuland,FC Ingolstadt,1,2,A,1,4,A,-1,-1,-1,-1,-1,-1,False
31.07.2011,14:30,Sunday,1112,SpVgg Unterhaching,SC Freiburg,1,1,D,3,2,H,-1,-1,-1,-1,-1,-1,False
31.07.2011,14:30,Sunday,1112,Karlsruher SC,Alemannia Aachen,1,1,D,3,1,H,-1,-1,-1,-1,-1,-1,False
31.07.2011,14:30,Sunday,1112,Eimsbütteler TV,SpVgg Greuther Fürth,0,3,A,0,10,A,-1,-1,-1,-1,-1,-1,False
31.07.2011,14:30,Sunday,1112,FC Anker Wismar,Hannover 96,0,4,A,0,6,A,-1,-1,-1,-1,-1,-1,False
31.07.2011,16:00,Sunday,1112,ZFC Meuselwitz,Hertha BSC,0,2,A,0,4,A,-1,-1,-1,-1,-1,-1,False
31.07.2011,16:00,Sunday,1112,Germania Windeck,1899 Hoffenheim,1,0,H,1,1,D,1,3,A,-1,-1,-1,False
31.07.2011,17:30,Sunday,1112,FC Teningen,FC Schalke 04,1,6,A,1,11,A,-1,-1,-1,-1,-1,-1,False
31.07.2011,17:30,Sunday,1112,Hessen Kassel,Fortuna Düsseldorf,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
31.07.2011,17:30,Sunday,1112,SVN Zweibrücken,1. FSV Mainz 05,0,0,D,0,0,D,1,2,A,-1,-1,-1,False
31.07.2011,17:30,Sunday,1112,SC Wiedenbrück 2000,1. FC Köln,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
01.08.2011,20:30,Monday,1112,Eintracht Braunschweig,Bayern München,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
25.10.2011,19:00,Tuesday,1112,RB Leipzig,FC Augsburg,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
25.10.2011,19:00,Tuesday,1112,SpVgg Unterhaching,VfL Bochum,0,2,A,1,4,A,-1,-1,-1,-1,-1,-1,False
25.10.2011,19:00,Tuesday,1112,1. FC Heidenheim,Borussia Mönchengladbach,0,0,D,0,0,D,0,0,D,3,4,A,False
25.10.2011,19:00,Tuesday,1112,Fortuna Düsseldorf,TSV 1860 München,2,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
25.10.2011,20:30,Tuesday,1112,Eintracht Trier,Hamburger SV,1,0,H,1,1,D,1,2,A,-1,-1,-1,False
25.10.2011,20:30,Tuesday,1112,SpVgg Greuther Fürth,SC Paderborn 07,3,0,H,4,0,H,-1,-1,-1,-1,-1,-1,False
25.10.2011,20:30,Tuesday,1112,1899 Hoffenheim,1. FC Köln,1,1,D,2,1,H,-1,-1,-1,-1,-1,-1,False
25.10.2011,20:45,Tuesday,1112,Borussia Dortmund,Dynamo Dresden,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
26.10.2011,19:00,Wednesday,1112,Rot-Weiss Essen,Hertha BSC,0,0,D,0,3,A,-1,-1,-1,-1,-1,-1,False
26.10.2011,19:00,Wednesday,1112,Hannover 96,1. FSV Mainz 05,0,0,D,0,0,D,0,1,A,-1,-1,-1,False
26.10.2011,19:00,Wednesday,1112,Karlsruher SC,FC Schalke 04,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
26.10.2011,19:00,Wednesday,1112,Holstein Kiel,MSV Duisburg,0,0,D,2,0,H,-1,-1,-1,-1,-1,-1,False
26.10.2011,20:30,Wednesday,1112,Erzgebirge Aue,1. FC Nürnberg,0,0,D,1,2,A,-1,-1,-1,-1,-1,-1,False
26.10.2011,20:30,Wednesday,1112,Bayern München,FC Ingolstadt,1,0,H,6,0,H,-1,-1,-1,-1,-1,-1,False
26.10.2011,20:30,Wednesday,1112,VfB Stuttgart,FSV Frankfurt,2,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
26.10.2011,20:30,Wednesday,1112,Eintracht Frankfurt,1. FC Kaiserslautern,0,0,D,0,0,D,0,1,A,-1,-1,-1,False
20.12.2011,19:00,Tuesday,1112,VfL Bochum,Bayern München,1,0,H,1,2,A,-1,-1,-1,-1,-1,-1,False
20.12.2011,19:00,Tuesday,1112,1. FC Nürnberg,SpVgg Greuther Fürth,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
20.12.2011,20:30,Tuesday,1112,1899 Hoffenheim,FC Augsburg,1,1,D,2,1,H,-1,-1,-1,-1,-1,-1,False
20.12.2011,20:30,Tuesday,1112,Fortuna Düsseldorf,Borussia Dortmund,0,0,D,0,0,D,0,0,D,4,5,A,False
21.12.2011,19:00,Wednesday,1112,Hertha BSC,1. FC Kaiserslautern,1,0,H,3,1,H,-1,-1,-1,-1,-1,-1,False
21.12.2011,19:00,Wednesday,1112,Holstein Kiel,1. FSV Mainz 05,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
21.12.2011,20:30,Wednesday,1112,Borussia Mönchengladbach,FC Schalke 04,1,0,H,3,1,H,-1,-1,-1,-1,-1,-1,False
21.12.2011,20:30,Wednesday,1112,VfB Stuttgart,Hamburger SV,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
07.02.2012,20:30,Tuesday,1112,Holstein Kiel,Borussia Dortmund,0,2,A,0,4,A,-1,-1,-1,-1,-1,-1,False
08.02.2012,19:00,Wednesday,1112,1899 Hoffenheim,SpVgg Greuther Fürth,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
08.02.2012,19:00,Wednesday,1112,Hertha BSC,Borussia Mönchengladbach,0,0,D,0,0,D,0,2,A,-1,-1,-1,False
08.02.2012,20:30,Wednesday,1112,VfB Stuttgart,Bayern München,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
20.03.2012,20:30,Tuesday,1112,SpVgg Greuther Fürth,Borussia Dortmund,0,0,D,0,0,D,0,1,A,-1,-1,-1,False
21.03.2012,20:30,Wednesday,1112,Borussia Mönchengladbach,Bayern München,0,0,D,0,0,D,0,0,D,2,4,A,False
12.05.2012,20:00,Saturday,1112,Borussia Dortmund,Bayern München,3,1,H,5,2,H,-1,-1,-1,-1,-1,-1,False
17.08.2012,19:00,Friday,1213,SG Sonnenhof Großaspach,FSV Frankfurt,1,2,A,1,2,A,-1,-1,-1,-1,-1,-1,False
17.08.2012,19:00,Friday,1213,VfB Lübeck,Eintracht Braunschweig,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
17.08.2012,20:00,Friday,1213,SV Wilhelmshaven,FC Augsburg,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,15:30,Saturday,1213,Alemannia Aachen,Borussia Mönchengladbach,0,0,D,0,2,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,15:30,Saturday,1213,FC Carl Zeiss Jena,Bayer 04 Leverkusen,0,2,A,0,4,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,15:30,Saturday,1213,Berliner AK 07,1899 Hoffenheim,3,0,H,4,0,H,-1,-1,-1,-1,-1,-1,False
18.08.2012,15:30,Saturday,1213,Offenburger FV,FC St. Pauli,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,15:30,Saturday,1213,Hallescher FC,MSV Duisburg,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,15:30,Saturday,1213,FC Oberneuland,Borussia Dortmund,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,15:30,Saturday,1213,SC Victoria Hamburg,SC Freiburg,1,1,D,1,2,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,15:30,Saturday,1213,SpVgg Unterhaching,1. FC Köln,0,2,A,1,2,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,15:30,Saturday,1213,SV Falkensee-Finkenkrug,VfB Stuttgart,0,2,A,0,5,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,18:00,Saturday,1213,1. FC Heidenheim,VfL Bochum,0,2,A,0,2,A,-1,-1,-1,-1,-1,-1,False
18.08.2012,20:30,Saturday,1213,Kickers Offenbach,SpVgg Greuther Fürth,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
18.08.2012,20:30,Saturday,1213,FC Schönberg 95,VfL Wolfsburg,0,3,A,0,5,A,-1,-1,-1,-1,-1,-1,False
19.08.2012,14:30,Sunday,1213,FC Hennef 05,TSV 1860 München,0,2,A,0,6,A,-1,-1,-1,-1,-1,-1,False
19.08.2012,14:30,Sunday,1213,TSV Havelse,1. FC Nürnberg,1,1,D,2,2,D,3,2,H,-1,-1,-1,False
19.08.2012,14:30,Sunday,1213,FC Nöttingen,Hannover 96,0,2,A,1,6,A,-1,-1,-1,-1,-1,-1,False
19.08.2012,14:30,Sunday,1213,VfR Wormatia Worms,Hertha BSC,1,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
19.08.2012,14:30,Sunday,1213,Karlsruher SC,Hamburger SV,1,2,A,4,2,H,-1,-1,-1,-1,-1,-1,False
19.08.2012,16:00,Sunday,1213,Erzgebirge Aue,Eintracht Frankfurt,1,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
19.08.2012,16:00,Sunday,1213,SC Preußen Münster,Werder Bremen,0,1,A,2,2,D,4,2,H,-1,-1,-1,False
19.08.2012,16:00,Sunday,1213,Arminia Bielefeld,SC Paderborn 07,0,1,A,3,1,H,-1,-1,-1,-1,-1,-1,False
19.08.2012,16:00,Sunday,1213,1. FC Saarbrücken,FC Schalke 04,0,2,A,0,5,A,-1,-1,-1,-1,-1,-1,False
19.08.2012,16:00,Sunday,1213,VfR Aalen,FC Ingolstadt,2,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
19.08.2012,18:30,Sunday,1213,SV Wacker Burghausen,Fortuna Düsseldorf,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
19.08.2012,18:30,Sunday,1213,Hansa Rostock,1. FC Kaiserslautern,0,0,D,1,3,A,-1,-1,-1,-1,-1,-1,False
19.08.2012,20:30,Sunday,1213,SV Roßbach/Verscheid,1. FSV Mainz 05,0,2,A,0,4,A,-1,-1,-1,-1,-1,-1,False
20.08.2012,18:30,Monday,1213,Chemnitzer FC,Dynamo Dresden,0,2,A,0,3,A,-1,-1,-1,-1,-1,-1,False
20.08.2012,18:30,Monday,1213,SV Sandhausen,Energie Cottbus,2,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
20.08.2012,18:30,Monday,1213,Rot-Weiss Essen,1. FC Union Berlin,0,0,D,0,0,D,0,1,A,-1,-1,-1,False
20.08.2012,20:30,Monday,1213,Jahn Regensburg,Bayern München,0,1,A,0,4,A,-1,-1,-1,-1,-1,-1,False
30.10.2012,19:00,Tuesday,1213,Berliner AK 07,TSV 1860 München,0,1,A,0,3,A,-1,-1,-1,-1,-1,-1,False
30.10.2012,19:00,Tuesday,1213,VfR Wormatia Worms,1. FC Köln,0,0,D,0,0,D,0,0,D,3,4,A,False
30.10.2012,19:00,Tuesday,1213,SC Preußen Münster,FC Augsburg,0,0,D,0,1,A,-1,-1,-1,-1,-1,-1,False
30.10.2012,19:00,Tuesday,1213,Eintracht Braunschweig,SC Freiburg,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
30.10.2012,20:30,Tuesday,1213,TSV Havelse,VfL Bochum,1,1,D,1,3,A,-1,-1,-1,-1,-1,-1,False
30.10.2012,20:30,Tuesday,1213,FC Schalke 04,SV Sandhausen,1,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
30.10.2012,20:30,Tuesday,1213,VfR Aalen,Borussia Dortmund,0,2,A,1,4,A,-1,-1,-1,-1,-1,-1,False
30.10.2012,20:30,Tuesday,1213,1. FSV Mainz 05,Erzgebirge Aue,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
31.10.2012,19:00,Wednesday,1213,Arminia Bielefeld,Bayer 04 Leverkusen,1,1,D,2,2,D,2,3,A,-1,-1,-1,False
31.10.2012,19:00,Wednesday,1213,Kickers Offenbach,1. FC Union Berlin,0,0,D,2,0,H,-1,-1,-1,-1,-1,-1,False
31.10.2012,19:00,Wednesday,1213,VfB Stuttgart,FC St. Pauli,3,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
31.10.2012,19:00,Wednesday,1213,Karlsruher SC,MSV Duisburg,0,0,D,1,0,H,-1,-1,-1,-1,-1,-1,False
31.10.2012,20:30,Wednesday,1213,Hannover 96,Dynamo Dresden,1,1,D,1,1,D,1,1,D,4,3,H,False
31.10.2012,20:30,Wednesday,1213,Bayern München,1. FC Kaiserslautern,1,0,H,4,0,H,-1,-1,-1,-1,-1,-1,False
31.10.2012,20:30,Wednesday,1213,Fortuna Düsseldorf,Borussia Mönchengladbach,0,0,D,0,0,D,1,0,H,-1,-1,-1,False
31.10.2012,20:30,Wednesday,1213,VfL Wolfsburg,FSV Frankfurt,0,0,D,2,0,H,-1,-1,-1,-1,-1,-1,False
18.12.2012,19:00,Tuesday,1213,Karlsruher SC,SC Freiburg,0,1,A,0,1,A,-1,-1,-1,-1,-1,-1,False
18.12.2012,19:00,Tuesday,1213,FC Schalke 04,1. FSV Mainz 05,0,1,A,1,2,A,-1,-1,-1,-1,-1,-1,False
18.12.2012,20:30,Tuesday,1213,Kickers Offenbach,Fortuna Düsseldorf,0,0,D,2,0,H,-1,-1,-1,-1,-1,-1,False
18.12.2012,20:30,Tuesday,1213,FC Augsburg,Bayern München,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
19.12.2012,19:00,Wednesday,1213,VfL Wolfsburg,Bayer 04 Leverkusen,0,1,A,2,1,H,-1,-1,-1,-1,-1,-1,False
19.12.2012,19:00,Wednesday,1213,VfL Bochum,TSV 1860 München,1,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
19.12.2012,20:30,Wednesday,1213,Borussia Dortmund,Hannover 96,3,0,H,5,1,H,-1,-1,-1,-1,-1,-1,False
19.12.2012,20:30,Wednesday,1213,VfB Stuttgart,1. FC Köln,2,0,H,2,1,H,-1,-1,-1,-1,-1,-1,False
26.02.2013,19:00,Tuesday,1213,1. FSV Mainz 05,SC Freiburg,2,0,H,2,2,D,2,3,A,-1,-1,-1,False
26.02.2013,20:30,Tuesday,1213,Kickers Offenbach,VfL Wolfsburg,0,0,D,1,2,A,-1,-1,-1,-1,-1,-1,False
27.02.2013,19:00,Wednesday,1213,VfB Stuttgart,VfL Bochum,1,0,H,2,0,H,-1,-1,-1,-1,-1,-1,False
27.02.2013,20:30,Wednesday,1213,Bayern München,Borussia Dortmund,1,0,H,1,0,H,-1,-1,-1,-1,-1,-1,False
16.04.2013,20:35,Tuesday,1213,Bayern München,VfL Wolfsburg,2,1,H,6,1,H,-1,-1,-1,-1,-1,-1,False
17.04.2013,20:30,Wednesday,1213,VfB Stuttgart,SC Freiburg,2,1,H,2,1,H,-1,-1,-1,-1,-1,-1,False
01.06.2013,20:00,Saturday,1213,Bayern München,VfB Stuttgart,1,0,H,3,2,H,-1,-1,-1,-1,-1,-1,False
02.08.2013,19:00,Friday,1314,VfL Osnabrück,Erzgebirge Aue,2,0,H,3,0,H,-1,-1,-1,-1,-1,-1,False
02.08.2013,19:00,Friday,1314,1. FC Heidenheim,TSV 1860 München,0,0,D,1,1,D,1,1,D,3,4,A,False
02.08.2013,20:00,Friday,1314,RB Leipzig,FC Augsburg,0,1,A,0,2,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,15:30,Saturday,1314,SF Baumberg,FC Ingolstadt,0,2,A,1,4,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,15:30,Saturday,1314,SG Aumund-Vegesack,1899 Hoffenheim,0,0,D,0,9,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,15:30,Saturday,1314,Neckarsulmer Sport-Union,1. FC Kaiserslautern,0,2,A,0,7,A,-1,-1,-1,-1,-1,-1,False
03.08.2013,15:30,Saturday,1314,SV Lippstadt 08,Bayer 04 Leverkusen,1,3,A,1,6,A,-1,-1,-1,-1,-1,-1,False
